,raw text,category
1095,(lagi satu thanks admin kalau publish) Harap dapat komen yang membantu,statement
1096,Terima kasih semua,statement
1097,– miaHantar confession anda di sini -> www,statement
1098,iiumc,statement
1099,com/submit,statement
1100,"""Tak tau macam mana nak cakap",statement
1101, I was diagnosed with major depression disorder,statement
1102, Ni bukan la kali pertama aku berjumpa dengan Dr untuk treat depression aku dan bukan la kali pertama aku try untuk suicide,symptom
1103," Dulu, pernah pergi treatment tapi aku stop",medical history
1104, And depression still datang sebab aku tak recover betul2 lagi,medical history
1105, This year aku pergi dapatkan bantuan lagi daripada pakar sebab aku tak tahan,medical history
1106,"  Aku try cederakan diri aku, having suicidal thoughts, tak boleh focus buat kerja, asyik amik MC sakit",symptom
1107, Kekadang aku ada terfikir nak luahkan kat kawan aku,statement
1108," Aku bagitau aku depressed, sedih",symptom
1109,"  Tapi response dia """"try to think positive"""" , """" cuba ingat Tuhan"""" , """"Aku pon lalui benda macam kau,  lagi teruk drpd kau lagi"""" ",risk factor
1110,,statement
1111, Hmm,statement
1112,,statement
1113," Kalau dapat dah dapat respond sebegitu, kau rasa aku tak lagi stress ke",statement
1114,,statement
1115, Orang yang tak pernah lalui depression tak faham apa itu depression,statement
1116," Mereka fikir kami sedih dan loser, tak ingat Tuhan, lemah Iman",symptom
1117, Haha,statement
1118," Ntah la aku penat dengan dunia ni,  penat hidup",symptom
1119," Aku ada je pergi kaunseling, makan antidepressants tapi the negative thoughts still datang",symptom
1120,  Aku still rse nak cederakan diri aku,symptom
1121,"  In fact semalam aku try untuk cederakan diri aku,  but amazingly tak rasa sakit",symptom
1122, Aku punya deria sakit macam dah hilang,symptom
1123, Aku dah tak tau nak buat macam mana,statement
1124,  Nak suruh seek help from psychiatrist,statement
1125," Aku dh buat,  ubat aku makan",statement
1126," Yet, aku still rasa kosong, useless, helpless, rasa macam aku beban untuk semua orang",symptom
1127, Rasa macam aku menyusahkan orang,symptom
1128,  Rasa macam semua tak suka aku,symptom
1129, Dan aku pun benci diri aku,symptom
1130, Aku penat,symptom
1131, Penat hidup,symptom
1132," """,statement
1133,"""Rindu yang paling sakit ialah rindu kepada orang yang dah buang kita",risk factor
1134," Maafkan saya, saya sedang merindui ibu saya",statement
1135," Doakan ibu saya sihat selalu, doakan dia diberi ketenangan, doakan dia dilembutkan hati untuk memaafkan anak-anaknya, doakan dia dapat menerima sebuah kenyataan (walaupun kenyataan itu sakit untuk diterima)",statement
1136,"Mungkin dalam ramai ramai yang membaca posting ini, boleh mengaminkan doa diatas",statement
1137," Sebab kita tak tahu, doa siapa yang Allah angkat dan makbulkan",statement
1138,"Thanks""",statement
1139,Hi nak tanya,statement
1140, Ubat untuk depression tu betul2 function ke? Maaf lah bunyi macam noob sikit,statement
1141, I rasa I macam makin teruk so I nak tahu betul ke ubat tu boleh rawat and ubah I,statement
1142, Will it make me less sadder? More happier? More motivated? Asking for myself 🙏,statement
1143,"""Firstly, trima kasih admin sudi post saya punya confession ni",statement
1144,,statement
1145,,statement
1146,I am pretty sure that im not alone menghadapi tekanan study online yg akan dtg terutama yg online KAT RUMAH,risk factor
1147," Dengan suasana yg x brp kondusif, bilik sendiri pon xde, line yg kdg2 mcm tau2 jaa ada kelas, time tu jgak dia nak main2 manja menghilang, and etc and yg paling aku takut it could lead to stress n depression sbb skrg aku rasa mcm aku ada simptom2 ke arah tu 🙂",risk factor
1148," Jadi aku nak mnta jasa baik korang, kot2 ada yg nak bagi nasihat ke apa utk build up balik semangat2 kami ni asalkan bukan yg mcm KUATKAN IMAN AND SO ON itu aku tahu",statement
1149,"Thanks in advance""",statement
1150,Macam mana nak hilangkan atau kurangkan axiety ye,statement
1151," saya rasa axiety saya makin teruk, dsebabkan oleh masalah belajar, kewangan, toxic friend and broken family",risk factor
1152, 😣,statement
1153,"""Salam semua",statement
1154,Saya nak luahkan sesuatu,statement
1155, Saya ada master dan saya rasa ia adalah satu sumpahan didalam kegembiraan,statement
1156," Kenapa?Kalau saya buat kesilapan ditempat kerja, perkara pertama yang boss saya akan cakap “Kau ada master",risk factor
1157, Sepatutnya boleh fikir! Perkara ini tidak sepatutnya terjadi!”,risk factor
1158," Kalau ada master ni, automatik akan jadi “TERPANDAI” ke??? Saya akui saya ada buat kesalahan tapi kenapa academic background saya dijadikan sebagai kayu pengukur? Just because i have a master everyone thinks i’m smart and don’t do mistake? Saya cuma manusia biasa yang tidak boleh lari daripada masalah",risk factor
1159,"Sejujurnya, saya gembira dapat genggam segulung ijazah sarjana",statement
1160, Bukan senang nak dapat ni,statement
1161, Tapi tu la,statement
1162, Terus ada cop kat dahi “Budak master kot,statement
1163," Kenapa buat silap?!”I’m still stupid, everyone",symptom
1164, Banyak benda lagi yang saya perlu pelajari,statement
1165," Please la jangan buat macam ni""",statement
1166,"""Apa pendapat korang dengan mak bapak yang suka 'neraka-kan' anak sendiri? Asian parents ni memang ingat dia orang ni tuhan ke nak tentukan siapa pergi jahanam",risk factor
1167, Serius,statement
1168,,statement
1169,,statement
1170," Saya ni bukan anak yang jenis melawan, kalau parents bising pun saya duduk diam sebab saya tahu saya tak boleh menang dan sebarang hujah yang diberi akan dipatahkan",risk factor
1171, Lebih-lebih lagi keluarga saya ini yang datang dari golongan educated,statement
1172, Sejak dulu lagi saya sering cemburu dengan kehidupan seorang tukang sapu kerana saya lebih sanggup hidup secara sederhana seperti mereka walaupun dalam serba kekurangan daripada hidup mewah tapi dalam rumah sendiri pun rasa tidak selamat,risk factor
1173,Sejujurnya beberapa kali saya selalu terbayang inginnya saya untuk mengambil nyawa sendiri atau bagaimana jika ia benar-benar berlaku,symptom
1174, Biar keluarga saya rasa bersalah sepanjang hidup mereka dan rasai kesakitan saya selalu alami yang mereka tidak ketahui,symptom
1175, Biar mereka rasa bersalah saya masuk ke neraka kerana kesilapan mereka sendiri,symptom
1176, Apabila shaitan berbisik dan neraka memanggil ketika itulah saya akan terjun dari tingkat yang tinggi atau gantung diri saya sendiri dalam kamar agar mereka akan meraung apabila melihat badan saya yang tidak lagi bernyawa,symptom
1177,Tapi apa gunanya membunuh diri jika roh kita tidak akan tenang di sana? Cuma nak kata kalau sampai ke tahap seperti ini di manakah silap ibu bapa sehingga menyebabkan tragedi seperti sedemikian,statement
1178, Apabila kesihatan akal tidak dihiraukan kerana apa masyarakat kita peduli sebab ia bukan sesuatu yang jelas dilihat seperti kecederaan tubuh badan,symptom
1179," Pernah saya terfikir bagaimana keadaan diri kita andaikata diri sendiri hilang siuman, apakah kita akan sedar kita masih lagi waras? Kemungkinan semuanya sudah terlalu lambat kerana pada ketika itu badan tidak dapat lagi dikawal dengan pemikiran",symptom
1180," Silap-silap kita sendiri akan berkeliaran tanpa  tujuan pada lewat malam dan terlangkah jatuh ke dalam gaung, maka tiada sesiapa yang dapat mendengari jeritan anda kerana di situlah kita akan mati keseorangan",symptom
1181," Ketika itu tiada jaminan jasad akan ditemui, mungkin ya, mungkin tidak, apabila anda ucapkan selamat tinggal dunia",symptom
1182,"""@Bij Talkin, ""As much as I want to say I feel you, I can't because my parents aren't educated",statement
1183, I'm not complaining abt them being spm leavers,statement
1184," They are religious and they like to push me and my siblings to do all kind of ibadah, and worse, we need to let them know, see or hear what we have done",statement
1185," If we don't comply, we will receive an earful of endless nagging and scolding that the whole village can hear, saying that we don't have enough pahala and will go to hell etc",risk factor
1186, Things get worse during ramadhan,statement
1187, I've also got financial issue and family issue and,risk factor
1188," So yeah, I guess maybe I can feel you abt the part having parents with such temperament",risk factor
1189," Suicide is not a solution, plus it's hurt, I've tried once when I was 12, not because of my parents or family issue tho",symptom
1190," I hope you are doing ok""",statement
1191,"Hai semua, aku rasa dah tak tahan dengan hidup aku",symptom
1192," Serabut, hari-hari nangis",symptom
1193, Aku dah tak boleh rasa bahagia,symptom
1194," Aku doa semoga Tuhan ambil aku cepat-cepat, bukannya ada orang yang peduli pasal aku",symptom
1195," Aku penat dengan hidup ni, penat dengan diri sendiri",symptom
1196,,statement
1197,Gais mcm mana nak buat klau kita bnci adik kita sndri? Serius ak mnyampah ngn adik aku,symptom
1198, Even she does not respect me,risk factor
1199, And lgi aku bertambah bnci,statement
1200, Mak aku ada je justification dia tuk ap adik aku buat,risk factor
1201, Walaupon bnda yg aku buat sama dgn ap yg dia buat,statement
1202,aku risau betul kalau present kena guna zoom ke teams ke,statement
1203, sbb laptop aku masalah,statement
1204," guna henfon, tak nampak slide",statement
1205, belum ditambah line tak clear,statement
1206, pkp ni banyak benor dugaan akuu,statement
1207,"Aku ada seorang kawan, bestfriend sejak first masuk um lagi",statement
1208," Dia ni bukan calang2 student, aktif dalam program2 di kolej, universiti dan fac",statement
1209, Akademik pun selalu cemerlang setiap sem (selalu dekan),statement
1210, Tapi malangnya dia tak dapat merasa title first class degree dekat transkrip dia,risk factor
1211," Even worst, disebabkan perkara tu dia dikecam dan dihina oleh pelajar2 lain (mostly girls) daripada jabatan yg sama dengan dia",risk factor
1212," Sejak dari tu, sikap dia mula berubah, daripada seseorang yg periang kepada seseorang yang pendiam",symptom
1213, Muka dia pun dah tak seri macam dulu lagi,symptom
1214, Sampai sekarang dia hidup dalam kemurungan,symptom
1215," Sudah bagi nasihat, tapi tak berhasil jugak",symptom
1216, Apa cadangan korang untuk handle masalah kawan aku ni,statement
1217, Harap dapat membantu,statement
1218,,statement
1219,Hai semua,statement
1220, Aku ada nak luah satu benda,statement
1221, Aku penat sangat ada parent toxic,symptom
1222, Bukannya toxic sangat tp lebih kepada berat sebelah,risk factor
1223, Semua benda aku buat semua tak kena di mata dia,risk factor
1224," Kalau adik beradik yang lain, takde pula dia marah, nak benci, nak banding2kan",risk factor
1225, Aku ni boleh dikategorikan anak yang paling pandai dalam family,statement
1226, Aku juga boleh dikatakan berjaya dalam semua peperiksaan,statement
1227, Tapi mak aku ni tak habis2 nak banding2kan aku dengan kawan2 aku dan adik beradik yang lain,risk factor
1228," Tak boleh nak dibandingkan dari segi result, dia bandingkan dari segi benda lain pula",risk factor
1229, Aku boleh buktikan pada dia yang aku mampu berjaya tapi aku tak mampu nak dapatkan perhatian dia dan kasih sayang dia,risk factor
1230," Kadang2 malam2 aku menangis sendirian mengenangkan susahnya aku ni nak dapatkan kasih sayang seorang ibu, yang menjadi kebanggaan seorang ibu",symptom
1231," Sejak ayah aku meninggal, boleh dikatakan hidup aku tak sebahagia dulu",risk factor
1232, Ayah selalu appreciate apa yang aku buat dan apa yang aku dapat,statement
1233," Aku selalu jealous tengok kawan2 aku post gambar dengan family, ibu, ayah diorang",statement
1234, Rasa cemburu sangat sebab aku tak boleh nak dapat macam tu,statement
1235, Doakan aku terus kuat untuk hadapi semua ni pada masa akan datang,statement
1236,,statement
