,raw text,train text,category
1086," Mereka fikir kami sedih dan loser, tak ingat Tuhan, lemah Iman","[('mereka', 'PRON'), ('fikir', 'VERB'), ('kami', 'PRON'), ('sedih', 'ADJ'), ('dan', 'CCONJ'), ('yang', 'PRON'), ('ka', 'ADJ'), ('tidak', 'PART'), ('ingat', 'VERB'), ('tuh', 'DET'), ('lemah', 'ADJ'), ('im', 'NOUN')]",symptom
1087, Haha,"[('haha', 'NOUN')]",non-deppressive
1088," Ntah la aku penat dengan dunia ni,  penat hidup","[('en', 'PROPN'), ('aku', 'PRON'), ('penat', 'ADJ'), ('deng', 'PROPN'), ('dunia', 'NOUN'), ('ini', 'DET'), ('penat', 'ADJ'), ('hidup', 'NOUN')]",symptom
1089," Aku ada je pergi kaunseling, makan antidepressants tapi the negative thoughts still datang","[('aku', 'PRON'), ('ada', 'VERB'), ('sahaja', 'ADV'), ('pergi', 'VERB'), ('kaunseling', 'NOUN'), ('ma', 'NOUN'), ('antidepressant', 'ADJ'), ('tetapi', 'CCONJ'), ('yang', 'PRON'), ('negatif', 'ADJ'), ('thoughts', 'NOUN'), ('masih', 'ADV'), ('ada', 'VERB'), ('datang', 'VERB')]",symptom
1090,  Aku still rse nak cederakan diri aku,"[('aku', 'PRON'), ('masih', 'ADV'), ('ada', 'VERB'), ('risa', 'NOUN'), ('nak', 'CCONJ'), ('cedera', 'NOUN'), ('diri', 'NOUN'), ('aku', 'PRON')]",symptom
1091,"  In fact semalam aku try untuk cederakan diri aku,  but amazingly tak rasa sakit","[('masuk', 'VERB'), ('fact', 'NOUN'), ('malam', 'NOUN'), ('aku', 'PRON'), ('cuba', 'VERB'), ('untuk', 'ADP'), ('cedera', 'NOUN'), ('diri', 'NOUN'), ('aku', 'PRON'), ('tetapi', 'CCONJ'), ('luar', 'ADJ'), ('biasa', 'ADJ'), ('tidak', 'PART'), ('rasa', 'VERB'), ('sakit', 'ADJ')]",symptom
1092, Aku punya deria sakit macam dah hilang,"[('aku', 'PRON'), ('pu', 'PROPN'), ('dia', 'NOUN'), ('sakit', 'NOUN'), ('macam', 'NOUN'), ('dah', 'ADV'), ('hilang', 'VERB')]",symptom
1093, Aku dah tak tau nak buat macam mana,"[('aku', 'PRON'), ('dah', 'ADV'), ('tidak', 'ADV'), ('tahu', 'VERB'), ('nak', 'ADP'), ('buat', 'VERB'), ('macam', 'NOUN'), ('mana', 'NOUN')]",non-deppressive
1094,  Nak suruh seek help from psychiatrist,"[('nak', 'ADV'), ('suruh', 'VERB'), ('seokay', 'NOUN'), ('bantu', 'VERB'), ('dari', 'ADP'), ('psikiatri', 'NOUN')]",non-deppressive
1095," Aku dh buat,  ubat aku makan","[('aku', 'PRON'), ('dah', 'ADV'), ('buat', 'VERB'), ('ubat', 'NOUN'), ('aku', 'PRON'), ('ma', 'PROPN')]",non-deppressive
1096," Yet, aku still rasa kosong, useless, helpless, rasa macam aku beban untuk semua orang","[('lagi', 'ADV'), ('aku', 'PRON'), ('masih', 'ADV'), ('ada', 'VERB'), ('rasa', 'NOUN'), ('kosong', 'ADJ'), ('tidak', 'PART'), ('guna', 'VERB'), ('tidak', 'PART'), ('daya', 'VERB'), ('rasa', 'NOUN'), ('macam', 'ADJ'), ('aku', 'PRON'), ('beb', 'NOUN'), ('untuk', 'ADP'), ('semua', 'DET'), ('orang', 'NOUN')]",symptom
1097, Rasa macam aku menyusahkan orang,"[('rasa', 'NOUN'), ('macam', 'ADJ'), ('aku', 'PRON'), ('tusah', 'VERB'), ('orang', 'NOUN')]",symptom
1098,  Rasa macam semua tak suka aku,"[('rasa', 'NOUN'), ('macam', 'NOUN'), ('semua', 'DET'), ('tidak', 'PART'), ('suka', 'NOUN'), ('aku', 'PRON')]",symptom
1099, Dan aku pun benci diri aku,"[('dan', 'CCONJ'), ('aku', 'PRON'), ('pun', 'ADV'), ('benci', 'VERB'), ('diri', 'NOUN'), ('aku', 'PRON')]",symptom
1100, Aku penat,"[('aku', 'PRON'), ('penat', 'ADJ')]",symptom
1101, Penat hidup,"[('penat', 'NOUN'), ('hidup', 'NOUN')]",symptom
1102," """,[],non-deppressive
1103,"""Rindu yang paling sakit ialah rindu kepada orang yang dah buang kita","[('rindu', 'NOUN'), ('yang', 'PRON'), ('paling', 'ADV'), ('sakit', 'ADJ'), ('ia', 'PRON'), ('rindu', 'NOUN'), ('kepada', 'ADP'), ('orang', 'NOUN'), ('yang', 'PRON'), ('dah', 'ADV'), ('buang', 'VERB'), ('k', 'NOUN')]",risk factor
1104," Maafkan saya, saya sedang merindui ibu saya","[('maaf', 'PART'), ('saya', 'PRON'), ('saya', 'PRON'), ('sedang', 'ADV'), ('rindu', 'VERB'), ('ibu', 'NOUN'), ('saya', 'PRON')]",non-deppressive
1105," Doakan ibu saya sihat selalu, doakan dia diberi ketenangan, doakan dia dilembutkan hati untuk memaafkan anak-anaknya, doakan dia dapat menerima sebuah kenyataan (walaupun kenyataan itu sakit untuk diterima)","[('doa', 'NOUN'), ('ibu', 'NOUN'), ('saya', 'PRON'), ('sihat', 'ADJ'), ('selalu', 'ADV'), ('doa', 'NOUN'), ('dia', 'PRON'), ('beri', 'VERB'), ('ten', 'NOUN'), ('doa', 'NOUN'), ('dia', 'PRON'), ('lembut', 'VERB'), ('hati', 'NOUN'), ('untuk', 'ADP'), ('memuefa', 'NOUN'), ('anak', 'NOUN'), ('anak', 'NOUN'), ('doa', 'NOUN'), ('dia', 'PRON'), ('dapat', 'ADV'), ('terima', 'VERB'), ('buah', 'DET'), ('nyata', 'NOUN'), ('walaupun', 'SCONJ'), ('nyata', 'NOUN'), ('itu', 'DET'), ('sakit', 'ADJ'), ('untuk', 'ADP'), ('terima', 'VERB')]",non-deppressive
1106,"Mungkin dalam ramai ramai yang membaca posting ini, boleh mengaminkan doa diatas","[('mungkin', 'ADJ'), ('dalam', 'ADP'), ('ramai', 'NOUN'), ('ramai', 'ADJ'), ('yang', 'PRON'), ('baca', 'VERB'), ('posting', 'NOUN'), ('ini', 'DET'), ('boleh', 'ADV'), ('amin', 'VERB'), ('doa', 'NOUN'), ('atas', 'ADP')]",non-deppressive
1107," Sebab kita tak tahu, doa siapa yang Allah angkat dan makbulkan","[('sebab', 'SCONJ'), ('k', 'NOUN'), ('tidak', 'ADV'), ('tahu', 'VERB'), ('doa', 'NOUN'), ('siapa', 'PRON'), ('yang', 'PRON'), ('allah', 'PROPN'), ('angkat', 'VERB'), ('dan', 'CCONJ'), ('makbul', 'VERB')]",non-deppressive
1108,"Thanks""","[('thanks', 'NOUN')]",non-deppressive
1109,Hi nak tanya,"[('hi', 'NOUN'), ('nak', 'ADV'), ('tanya', 'VERB')]",non-deppressive
1110, Ubat untuk depression tu betul2 function ke? Maaf lah bunyi macam noob sikit,"[('ubat', 'NOUN'), ('untuk', 'ADP'), ('murung', 'NOUN'), ('itu', 'DET'), ('betul', 'ADJ'), ('betul', 'ADJ'), ('fungsi', 'NOUN'), ('ke', 'ADP'), ('maaf', 'NOUN'), ('bunyi', 'NOUN'), ('macam', 'ADJ'), ('nob', 'NOUN'), ('sikit', 'ADJ')]",non-deppressive
1111, I rasa I macam makin teruk so I nak tahu betul ke ubat tu boleh rawat and ubah I,"[('saya', 'PRON'), ('rasa', 'VERB'), ('saya', 'PRON'), ('macam', 'DET'), ('makin', 'ADV'), ('teruk', 'ADJ'), ('jadi', 'ADJ'), ('saya', 'PRON'), ('nak', 'VERB'), ('tahu', 'VERB'), ('betul', 'ADJ'), ('ke', 'AUX'), ('ubat', 'NOUN'), ('itu', 'DET'), ('boleh', 'ADV'), ('rawat', 'NOUN'), ('dan', 'CCONJ'), ('ubah', 'VERB'), ('saya', 'PRON')]",non-deppressive
1112, Will it make me less sadder? More happier? More motivated? Asking for myself 🙏,"[('akan', 'SCONJ'), ('ia', 'PRON'), ('pakai', 'VERB'), ('saya', 'PRON'), ('les', 'NOUN'), ('sader', 'NOUN'), ('lebih', 'ADV'), ('lagi', 'ADV'), ('lebih', 'ADV'), ('gembira', 'ADJ'), ('lebih', 'ADV'), ('lagi', 'ADV'), ('motivated', 'NOUN'), ('asking', 'NOUN'), ('untuk', 'ADP'), ('saya', 'PRON'), ('sendiri', 'ADJ')]",non-deppressive
1113,"""Firstly, trima kasih admin sudi post saya punya confession ni","[('pertama', 'ADJ'), ('terima', 'VERB'), ('kasih', 'NOUN'), ('admin', 'NOUN'), ('sudi', 'ADV'), ('jawat', 'VERB'), ('saya', 'PRON'), ('pu', 'NOUN'), ('pengi', 'NOUN'), ('ini', 'DET')]",non-deppressive
1114,I am pretty sure that im not alone menghadapi tekanan study online yg akan dtg terutama yg online KAT RUMAH,"[('saya', 'PRON'), ('am', 'NOUN'), ('pretty', 'VERB'), ('pasti', 'ADJ'), ('itu', 'DET'), ('im', 'NOUN'), ('tidak', 'PART'), ('bersendiri', 'VERB'), ('hadap', 'VERB'), ('tekan', 'VERB'), ('bajar', 'VERB'), ('dalam', 'ADP'), ('tali', 'NOUN'), ('yang', 'PRON'), ('akan', 'ADV'), ('datang', 'ADJ'), ('terutama', 'ADV'), ('yang', 'PRON'), ('dalam', 'ADP'), ('tali', 'NOUN'), ('dekat', 'ADJ'), ('rumah', 'NOUN')]",risk factor
1115," Dengan suasana yg x brp kondusif, bilik sendiri pon xde, line yg kdg2 mcm tau2 jaa ada kelas, time tu jgak dia nak main2 manja menghilang, and etc and yg paling aku takut it could lead to stress n depression sbb skrg aku rasa mcm aku ada simptom2 ke arah tu 🙂","[('deng', 'NOUN'), ('suasana', 'NOUN'), ('yang', 'PRON'), ('tidak', 'PART'), ('berapa', 'DET'), ('kondusif', 'ADJ'), ('bilik', 'NOUN'), ('sendiri', 'ADJ'), ('pun', 'PART'), ('tidak', 'PART'), ('dah', 'ADV'), ('tali', 'NOUN'), ('yang', 'PRON'), ('kadang', 'ADV'), ('kadang', 'ADV'), ('macam', 'ADP'), ('tahu', 'VERB'), ('tahu', 'VERB'), ('sahaja', 'ADV'), ('ada', 'VERB'), ('kelas', 'NOUN'), ('masa', 'NOUN'), ('itu', 'DET'), ('jigoku', 'PROPN'), ('dia', 'PRON'), ('nak', 'ADV'), ('utama', 'ADJ'), ('utama', 'ADJ'), ('manja', 'ADJ'), ('hilang', 'VERB'), ('dan', 'CCONJ'), ('etc', 'NOUN'), ('dan', 'CCONJ'), ('yang', 'PRON'), ('paling', 'ADV'), ('aku', 'PRON'), ('takut', 'VERB'), ('ia', 'PRON'), ('boleh', 'ADV'), ('mimpin', 'VERB'), ('kepada', 'ADP'), ('tres', 'PROPN'), ('dan', 'CCONJ'), ('murung', 'NOUN'), ('sibu', 'PROPN'), ('sekarang', 'ADV'), ('aku', 'PRON'), ('rasa', 'VERB'), ('macam', 'ADP'), ('aku', 'PRON'), ('ada', 'VERB'), ('simptom', 'NOUN'), ('simptom', 'NOUN'), ('ke', 'ADP'), ('arah', 'NOUN'), ('itu', 'DET')]",risk factor
1116," Jadi aku nak mnta jasa baik korang, kot2 ada yg nak bagi nasihat ke apa utk build up balik semangat2 kami ni asalkan bukan yg mcm KUATKAN IMAN AND SO ON itu aku tahu","[('jadi', 'ADJ'), ('aku', 'PRON'), ('nak', 'ADV'), ('minta', 'VERB'), ('jasa', 'NOUN'), ('baik', 'ADJ'), ('kamu', 'PRON'), ('semua', 'DET'), ('mungkin', 'ADV'), ('mungkin', 'ADV'), ('ada', 'VERB'), ('yang', 'PRON'), ('nak', 'ADV'), ('bagi', 'VERB'), ('nasihat', 'VERB'), ('ke', 'ADP'), ('apa', 'PRON'), ('untuk', 'ADP'), ('bina', 'VERB'), ('naik', 'VERB'), ('balik', 'NOUN'), ('semangat', 'NOUN'), ('semangat', 'NOUN'), ('kami', 'PRON'), ('ini', 'DET'), ('asal', 'NOUN'), ('bu', 'NOUN'), ('yang', 'PRON'), ('macam', 'VERB'), ('kuat', 'ADJ'), ('im', 'NOUN'), ('dan', 'CCONJ'), ('jadi', 'VERB'), ('pada', 'ADP'), ('itu', 'DET'), ('aku', 'PRON'), ('tahu', 'VERB')]",non-deppressive
1117,"Thanks in advance""","[('thanks', 'NOUN'), ('masuk', 'VERB'), ('lebih', 'ADV'), ('dahulu', 'ADV')]",non-deppressive
1118,Macam mana nak hilangkan atau kurangkan axiety ye,"[('macam', 'ADP'), ('mana', 'NOUN'), ('nak', 'ADV'), ('hilang', 'VERB'), ('atau', 'CCONJ'), ('kurang', 'ADV'), ('axiety', 'NOUN'), ('ya', 'ADV')]",non-deppressive
1119," saya rasa axiety saya makin teruk, dsebabkan oleh masalah belajar, kewangan, toxic friend and broken family","[('saya', 'PRON'), ('rasa', 'VERB'), ('axiety', 'NOUN'), ('saya', 'PRON'), ('makin', 'ADV'), ('teruk', 'ADJ'), ('sebab', 'VERB'), ('oleh', 'ADP'), ('masa', 'NOUN'), ('bajar', 'VERB'), ('kewang', 'NOUN'), ('toxic', 'ADJ'), ('ka', 'ADV'), ('dan', 'CCONJ'), ('broken', 'NOUN'), ('keluarga', 'NOUN')]",risk factor
1120, 😣,[],non-deppressive
1121,"""Salam semua","[('salam', 'NOUN'), ('semua', 'DET')]",non-deppressive
1122,Saya nak luahkan sesuatu,"[('saya', 'PRON'), ('nak', 'ADV'), ('luah', 'VERB'), ('sesuat', 'NOUN')]",non-deppressive
1123, Saya ada master dan saya rasa ia adalah satu sumpahan didalam kegembiraan,"[('saya', 'PRON'), ('ada', 'VERB'), ('master', 'NOUN'), ('dan', 'CCONJ'), ('saya', 'PRON'), ('rasa', 'VERB'), ('ia', 'PRON'), ('ada', 'VERB'), ('satu', 'DET'), ('sumah', 'NOUN'), ('dalam', 'ADP'), ('gembira', 'NOUN')]",non-deppressive
1124," Kenapa?Kalau saya buat kesilapan ditempat kerja, perkara pertama yang boss saya akan cakap “Kau ada master","[('kenapa', 'ADV'), ('kalau', 'SCONJ'), ('saya', 'PRON'), ('buat', 'VERB'), ('silap', 'NOUN'), ('tempat', 'NOUN'), ('kerja', 'NOUN'), ('perkara', 'NOUN'), ('pertama', 'NUM'), ('yang', 'PRON'), ('bos', 'NOUN'), ('saya', 'PRON'), ('akan', 'ADV'), ('cakap', 'VERB'), ('kamu', 'PRON'), ('ada', 'VERB'), ('master', 'NOUN')]",risk factor
1125, Sepatutnya boleh fikir! Perkara ini tidak sepatutnya terjadi!”,"[('patut', 'NOUN'), ('boleh', 'ADV'), ('fikir', 'VERB'), ('perkara', 'NOUN'), ('ini', 'DET'), ('tidak', 'PART'), ('patut', 'ADJ'), ('jadi', 'VERB')]",risk factor
1126," Kalau ada master ni, automatik akan jadi “TERPANDAI” ke??? Saya akui saya ada buat kesalahan tapi kenapa academic background saya dijadikan sebagai kayu pengukur? Just because i have a master everyone thinks i’m smart and don’t do mistake? Saya cuma manusia biasa yang tidak boleh lari daripada masalah","[('kalau', 'SCONJ'), ('ada', 'VERB'), ('master', 'NOUN'), ('ini', 'DET'), ('automatik', 'ADV'), ('akan', 'ADV'), ('jadi', 'VERB'), ('pandai', 'ADV'), ('ke', 'NOUN'), ('saya', 'PRON'), ('aku', 'VERB'), ('saya', 'PRON'), ('ada', 'VERB'), ('buat', 'ADP'), ('sala', 'NOUN'), ('tetapi', 'SCONJ'), ('kenapa', 'ADV'), ('akademik', 'NOUN'), ('latar', 'NOUN'), ('belakang', 'NOUN'), ('saya', 'PRON'), ('jadi', 'VERB'), ('bagai', 'ADP'), ('kayu', 'NOUN'), ('tukur', 'NOUN'), ('ha', 'NUM'), ('rana', 'SCONJ'), ('saya', 'PRON'), ('ada', 'VERB'), ('a', 'PROPN'), ('master', 'PROPN'), ('semua', 'DET'), ('orang', 'NOUN'), ('thinks', 'NOUN'), ('saya', 'PRON'), ('m', 'NOUN'), ('pintar', 'NOUN'), ('dan', 'CCONJ'), ('jang', 'NOUN'), ('nanti', 'ADV'), ('do', 'NOUN'), ('silap', 'NOUN'), ('saya', 'PRON'), ('cuma', 'ADV'), ('manusia', 'NOUN'), ('biasa', 'ADJ'), ('yang', 'PRON'), ('tidak', 'PART'), ('boleh', 'ADV'), ('lari', 'VERB'), ('daripada', 'ADP'), ('masa', 'NOUN')]",risk factor
1127,"Sejujurnya, saya gembira dapat genggam segulung ijazah sarjana","[('jujur', 'NOUN'), ('saya', 'PRON'), ('gembira', 'ADJ'), ('dapat', 'ADV'), ('genggam', 'VERB'), ('gulung', 'NOUN'), ('ijazah', 'NOUN'), ('sarjana', 'NOUN')]",non-deppressive
1128, Bukan senang nak dapat ni,"[('bu', 'NOUN'), ('nang', 'ADJ'), ('nak', 'ADV'), ('dapat', 'VERB'), ('ini', 'DET')]",non-deppressive
1129, Tapi tu la,"[('tetapi', 'CCONJ'), ('itu', 'PRON')]",non-deppressive
1130, Terus ada cop kat dahi “Budak master kot,"[('terus', 'ADV'), ('ada', 'VERB'), ('cop', 'NOUN'), ('dekat', 'ADP'), ('dahi', 'NOUN'), ('budak', 'NOUN'), ('master', 'NOUN'), ('mungkin', 'ADV')]",non-deppressive
1131," Kenapa buat silap?!”I’m still stupid, everyone","[('kenapa', 'ADV'), ('buat', 'VERB'), ('silap', 'NOUN'), ('saya', 'PRON'), ('m', 'NOUN'), ('masih', 'ADV'), ('ada', 'VERB'), ('bodoh', 'ADJ'), ('semua', 'DET'), ('orang', 'NOUN')]",symptom
1132, Banyak benda lagi yang saya perlu pelajari,"[('banyak', 'DET'), ('benda', 'NOUN'), ('lagi', 'ADV'), ('yang', 'PRON'), ('saya', 'PRON'), ('perlu', 'ADV'), ('ajar', 'VERB')]",non-deppressive
1133," Please la jangan buat macam ni""","[('tolong', 'ADV'), ('jang', 'NOUN'), ('buat', 'VERB'), ('macam', 'NOUN'), ('ini', 'DET')]",non-deppressive
1134,"""Apa pendapat korang dengan mak bapak yang suka 'neraka-kan' anak sendiri? Asian parents ni memang ingat dia orang ni tuhan ke nak tentukan siapa pergi jahanam","[('apa', 'PRON'), ('dapat', 'NOUN'), ('kamu', 'PRON'), ('semua', 'DET'), ('deng', 'DET'), ('mak', 'NOUN'), ('bapak', 'NOUN'), ('yang', 'PRON'), ('suka', 'VERB'), ('neraka', 'NOUN'), ('kan', 'PART'), ('anak', 'NOUN'), ('sendiri', 'ADJ'), ('asi', 'PROPN'), ('parents', 'NOUN'), ('ini', 'DET'), ('memang', 'ADV'), ('ingat', 'VERB'), ('dia', 'PRON'), ('orang', 'NOUN'), ('ini', 'DET'), ('tuh', 'DET'), ('ke', 'ADP'), ('nak', 'ADV'), ('tentu', 'ADV'), ('siapa', 'PRON'), ('pergi', 'VERB'), ('jahanam', 'NOUN')]",risk factor
1135, Serius,"[('serius', 'ADJ')]",non-deppressive
1136," Saya ni bukan anak yang jenis melawan, kalau parents bising pun saya duduk diam sebab saya tahu saya tak boleh menang dan sebarang hujah yang diberi akan dipatahkan","[('saya', 'PRON'), ('ini', 'DET'), ('bu', 'NOUN'), ('anak', 'NOUN'), ('yang', 'PRON'), ('jenis', 'NOUN'), ('mela', 'NOUN'), ('kalau', 'SCONJ'), ('parents', 'NOUN'), ('bising', 'VERB'), ('pun', 'ADV'), ('saya', 'PRON'), ('duduk', 'VERB'), ('diam', 'ADJ'), ('sebab', 'SCONJ'), ('saya', 'PRON'), ('tahu', 'VERB'), ('saya', 'PRON'), ('tidak', 'PART'), ('boleh', 'ADV'), ('menang', 'VERB'), ('dan', 'CCONJ'), ('sebarang', 'DET'), ('hujah', 'NOUN'), ('yang', 'PRON'), ('beri', 'VERB'), ('akan', 'ADV'), ('patah', 'VERB')]",risk factor
1137, Lebih-lebih lagi keluarga saya ini yang datang dari golongan educated,"[('lebih', 'ADV'), ('lebih', 'ADV'), ('lagi', 'ADV'), ('keluarga', 'NOUN'), ('saya', 'PRON'), ('ini', 'DET'), ('yang', 'CCONJ'), ('datang', 'VERB'), ('dari', 'ADP'), ('golong', 'NOUN'), ('pendidi', 'ADJ')]",non-deppressive
1138, Sejak dulu lagi saya sering cemburu dengan kehidupan seorang tukang sapu kerana saya lebih sanggup hidup secara sederhana seperti mereka walaupun dalam serba kekurangan daripada hidup mewah tapi dalam rumah sendiri pun rasa tidak selamat,"[('sejak', 'ADP'), ('dahulu', 'ADJ'), ('lagi', 'ADV'), ('saya', 'PRON'), ('sering', 'ADV'), ('cemburu', 'ADJ'), ('deng', 'DET'), ('hidup', 'NOUN'), ('orang', 'DET'), ('tukang', 'NOUN'), ('sapu', 'VERB'), ('rana', 'SCONJ'), ('saya', 'PRON'), ('lebih', 'ADV'), ('sanggup', 'VERB'), ('hidup', 'VERB'), ('cara', 'ADP'), ('sederhana', 'ADJ'), ('seperti', 'ADP'), ('mereka', 'PRON'), ('walaupun', 'SCONJ'), ('dalam', 'ADP'), ('serba', 'NOUN'), ('kurang', 'NOUN'), ('daripada', 'ADP'), ('hidup', 'VERB'), ('wah', 'ADJ'), ('tetapi', 'CCONJ'), ('dalam', 'ADP'), ('rumah', 'NOUN'), ('sendiri', 'NOUN'), ('pun', 'PART'), ('rasa', 'ADV'), ('tidak', 'PART'), ('selamat', 'ADJ')]",risk factor
1139,Sejujurnya beberapa kali saya selalu terbayang inginnya saya untuk mengambil nyawa sendiri atau bagaimana jika ia benar-benar berlaku,"[('jujur', 'NOUN'), ('beberapa', 'DET'), ('kali', 'NOUN'), ('saya', 'PRON'), ('selalu', 'ADV'), ('bayang', 'VERB'), ('ingin', 'ADV'), ('saya', 'PRON'), ('untuk', 'ADP'), ('mengambil', 'VERB'), ('nyawa', 'NOUN'), ('sendiri', 'ADJ'), ('atau', 'CCONJ'), ('bagaimana', 'PRON'), ('jika', 'SCONJ'), ('ia', 'PRON'), ('benar', 'ADV'), ('benar', 'ADV'), ('laku', 'VERB')]",symptom
1140, Biar keluarga saya rasa bersalah sepanjang hidup mereka dan rasai kesakitan saya selalu alami yang mereka tidak ketahui,"[('biar', 'NOUN'), ('keluarga', 'NOUN'), ('saya', 'PRON'), ('rasa', 'VERB'), ('bersa', 'VERB'), ('panjang', 'ADP'), ('hidup', 'NOUN'), ('mereka', 'PRON'), ('dan', 'CCONJ'), ('rasa', 'NOUN'), ('sakit', 'NOUN'), ('saya', 'PRON'), ('selalu', 'ADV'), ('alami', 'VERB'), ('yang', 'PRON'), ('mereka', 'PRON'), ('tidak', 'PART'), ('tahu', 'VERB')]",symptom
1141, Biar mereka rasa bersalah saya masuk ke neraka kerana kesilapan mereka sendiri,"[('biar', 'VERB'), ('mereka', 'PRON'), ('rasa', 'VERB'), ('bersa', 'ADJ'), ('saya', 'PRON'), ('masuk', 'VERB'), ('ke', 'ADP'), ('neraka', 'NOUN'), ('rana', 'SCONJ'), ('silap', 'NOUN'), ('mereka', 'PRON'), ('sendiri', 'ADJ')]",symptom
1142, Apabila shaitan berbisik dan neraka memanggil ketika itulah saya akan terjun dari tingkat yang tinggi atau gantung diri saya sendiri dalam kamar agar mereka akan meraung apabila melihat badan saya yang tidak lagi bernyawa,"[('apabila', 'SCONJ'), ('shaitan', 'NOUN'), ('bisik', 'VERB'), ('dan', 'CCONJ'), ('neraka', 'NOUN'), ('panggil', 'VERB'), ('ketika', 'NOUN'), ('itu', 'DET'), ('saya', 'PRON'), ('akan', 'ADV'), ('terjun', 'VERB'), ('dari', 'ADP'), ('tingkat', 'NOUN'), ('yang', 'PRON'), ('tinggi', 'ADJ'), ('atau', 'CCONJ'), ('gantung', 'VERB'), ('diri', 'NOUN'), ('saya', 'PRON'), ('sendiri', 'PRON'), ('dalam', 'ADP'), ('kamar', 'NOUN'), ('agar', 'SCONJ'), ('mereka', 'PRON'), ('akan', 'ADV'), ('raung', 'VERB'), ('apabila', 'SCONJ'), ('lihat', 'VERB'), ('badan', 'NOUN'), ('saya', 'PRON'), ('yang', 'PRON'), ('tidak', 'PART'), ('lagi', 'ADV'), ('nyawa', 'ADJ')]",symptom
1143,Tapi apa gunanya membunuh diri jika roh kita tidak akan tenang di sana? Cuma nak kata kalau sampai ke tahap seperti ini di manakah silap ibu bapa sehingga menyebabkan tragedi seperti sedemikian,"[('tetapi', 'CCONJ'), ('apa', 'PRON'), ('guna', 'NOUN'), ('bunuh', 'VERB'), ('diri', 'NOUN'), ('jika', 'SCONJ'), ('roh', 'NOUN'), ('k', 'PROPN'), ('tidak', 'PART'), ('akan', 'ADV'), ('tenang', 'ADJ'), ('di', 'ADP'), ('sana', 'ADP'), ('cuma', 'ADV'), ('nak', 'VERB'), ('kata', 'VERB'), ('kalau', 'SCONJ'), ('sampai', 'ADP'), ('ke', 'ADP'), ('tahap', 'NOUN'), ('seperti', 'ADP'), ('ini', 'DET'), ('di', 'ADP'), ('mana', 'NOUN'), ('silap', 'NOUN'), ('ibu', 'NOUN'), ('bapa', 'NOUN'), ('sehingga', 'ADP'), ('sebab', 'VERB'), ('tragedi', 'NOUN'), ('seperti', 'ADP'), ('demik', 'PROPN')]",non-deppressive
1144, Apabila kesihatan akal tidak dihiraukan kerana apa masyarakat kita peduli sebab ia bukan sesuatu yang jelas dilihat seperti kecederaan tubuh badan,"[('apabila', 'SCONJ'), ('kesihat', 'NOUN'), ('akal', 'NOUN'), ('tidak', 'PART'), ('dihira', 'VERB'), ('rana', 'SCONJ'), ('apa', 'PRON'), ('masyarakat', 'NOUN'), ('k', 'PROPN'), ('peduli', 'VERB'), ('sebab', 'SCONJ'), ('ia', 'PRON'), ('bu', 'NOUN'), ('sesuat', 'NOUN'), ('yang', 'PRON'), ('jelas', 'ADJ'), ('lihat', 'VERB'), ('seperti', 'ADP'), ('kecedera', 'NOUN'), ('tubuh', 'NOUN'), ('badan', 'NOUN')]",symptom
1145," Pernah saya terfikir bagaimana keadaan diri kita andaikata diri sendiri hilang siuman, apakah kita akan sedar kita masih lagi waras? Kemungkinan semuanya sudah terlalu lambat kerana pada ketika itu badan tidak dapat lagi dikawal dengan pemikiran","[('pernah', 'ADV'), ('saya', 'PRON'), ('terfikir', 'VERB'), ('bagaimana', 'PRON'), ('ada', 'NOUN'), ('diri', 'NOUN'), ('k', 'PROPN'), ('andaikata', 'SCONJ'), ('diri', 'NOUN'), ('sendiri', 'ADJ'), ('hilang', 'VERB'), ('sium', 'NOUN'), ('apa', 'PRON'), ('k', 'NOUN'), ('akan', 'ADV'), ('dar', 'VERB'), ('k', 'PRON'), ('masih', 'ADV'), ('lagi', 'ADV'), ('waras', 'ADJ'), ('mungkin', 'DET'), ('semua', 'DET'), ('sudah', 'ADV'), ('terlalu', 'ADV'), ('lambat', 'ADJ'), ('rana', 'SCONJ'), ('pada', 'ADP'), ('ketika', 'NOUN'), ('itu', 'DET'), ('badan', 'NOUN'), ('tidak', 'PART'), ('dapat', 'ADV'), ('lagi', 'ADV'), ('kawal', 'VERB'), ('deng', 'ADP'), ('pikir', 'NOUN')]",symptom
1146," Silap-silap kita sendiri akan berkeliaran tanpa  tujuan pada lewat malam dan terlangkah jatuh ke dalam gaung, maka tiada sesiapa yang dapat mendengari jeritan anda kerana di situlah kita akan mati keseorangan","[('silap', 'ADJ'), ('silap', 'NOUN'), ('k', 'PROPN'), ('sendiri', 'DET'), ('akan', 'ADV'), ('liar', 'VERB'), ('tanpa', 'ADP'), ('tuju', 'NOUN'), ('pada', 'ADP'), ('lewat', 'NOUN'), ('malam', 'NOUN'), ('dan', 'CCONJ'), ('terlang', 'ADV'), ('jatuh', 'ADJ'), ('ke', 'ADP'), ('dalam', 'ADP'), ('gaung', 'NOUN'), ('maka', 'SCONJ'), ('tiada', 'PART'), ('siapa', 'NOUN'), ('yang', 'PRON'), ('dapat', 'ADV'), ('dengar', 'VERB'), ('jerit', 'NOUN'), ('anda', 'PRON'), ('rana', 'SCONJ'), ('di', 'ADP'), ('situ', 'NOUN'), ('k', 'NOUN'), ('akan', 'ADV'), ('mati', 'ADJ'), ('orang', 'NOUN')]",symptom
