,raw text,clean text
640," Sewaktu penyakit ini menyerang, saya melihat betapa lemahnya seorang ibu","sewaktu penyakit ini menyerang , saya melihat betapa lemah seorang ibu"
641," Dia yang tak pernah tunjuk penatnya, menangis melihat saya diserang sawan","dia yang tidak mengaparna tunjuk penat , menangis melihat saya diserang sawan"
642, Malah ayah saya turut dihubungi dan diminta pulang dengan kadar segera,ma ayah saya turut dihubungi dan dimeminta pulang deng kadar segera
643," Pada ketika itu, saya tidak merasakan apa-apa","pada ketika itu , saya tidak merasa apa - apa"
644, Tumpuan saya hanya pada PMR,tumpu saya ha pada <allcaps> pmr </allcaps>
645, Saya lulus dengan cemerlang and juga bersyukur kerana rakan-rakan serta para guru langsung tidak pernah menyebut soal penyakit saya,saya lulus deng cemerlang dan juga bersyukur kerana rakan - rakan dan juga para guru langsung tidak pernah menyebut soal penyakit saya
646," Namun begitu, kami sekeluarga terpaksa berpindah atas tuntutan kerja ayah","namun begitu , kami sekeluarga terpaksa berpindah atas tuntut kerja ayah"
647,"Di sini, bermula episod kemurungan saya","di sini , bermula episod kemurung saya"
648, Saya yang berasal daripada sekolah perempuan sahaja memasuki sekolah di mana pelajarnya bercampur lelaki dan perempuan,saya yang berasal daripada seko perempu sahaja memasuki seko di mana pelajur bercampur lelaki dan perempu
649, Membawa nama sekolah perempuan saya pada ketika itu telah menyebabkan saya dipulau tanpa ditanya apa-apa,membawa nama seko perempu saya pada ketika itu te menyebab saya dipulau tanpa dita apa - apa
650, Saya hanya berkawan dengan rakan-rakan cina,saya ha berka deng rakan - rakan cina
651," Pada ketika ini, saya merasakan kehidupan saya sunyi dan saya memberontak secara diam terhadap ibu bapa saya","pada ketika ini , saya merasa kehidup saya sunyi dan saya memberontak secara diam terhadap ibu bapa saya"
652, Pelajaran saya mulai merosot dan kedatangan saya ke sekolah diselangi dengan ponteng di bawah pengawasan ibu saya,pelajar saya mulai merosot dan kedatang saya ke seko diselangi deng ponteng di bawah pengawas ibu saya
653, Saya menjadi seorang yang lebih gemar bersendirian dan mula mencipta rakan imaginasi,saya menjadi seorang yang lebih gemar bersendiri dan mula mencipta rakan imaginasi
654, Sehingga sekarang ibu bapa saya tidak tahu soal rakan imaginasi saya,sehingga sekarang ibu bapa saya tidak tahu soal rakan imaginasi saya
655, Kejadian pulau itu tidak berlarutan lama,kejadi pulau itu tidak berlarut lama
656," Setelah saya menjelaskan nama sekolah lama dan berbuat baik, ada yang sudi berkawan dengan saya","sete saya menjelas nama seko lama dan berbuat baik , ada yang sudi berka deng saya"
657," Namun begitu, saya tidak meletakkan sepenuh kepercayaan terhadap mereka","namun begitu , saya tidak meletak sepenuh kepercaya terhadap mereka"
658," Malah, pada waktu itu saya tidak mempercayai sesiapa kecuali diri saya","ma , pada waktu itu saya tidak mempercayai sesiapa kecuali diri saya"
659,"Tamat persekolahan, saya banyak menghabiskan masa di sosial media","tamat persekolah , saya banyak menghabis masa di sosial media"
660, Medium ini menjadi tempat saya meluahkan perasaan malah rakan maya saya banyak membantu saya,sederhana ini menjadi tempat saya meluah perasa ma rakan maya saya banyak membantu saya
661, Saya meneruskan pengajian ke sebuah universiti dan di sana saya mula mempercayai rakan sekelas saya,saya menerus pengaji ke sebuah universiti dan di sana saya mula mempercayai rakan sekelas saya
662," Ibarat kaca yang telah dicantum berderai semula, begitu juga kepercayaan saya","ibarat kaca yang te dicantum berderai semu  , begitu juga kepercaya saya"
663, Saya ditinggalkan oleh rakan sekelas saya malah dipulau secara tidak langsung oleh mereka,saya ditinggal oleh rakan sekelas saya ma dipulau secara tidak langsung oleh mereka
664," Bahkan, para pensyarah dapat melihat apa yang dilakukan oleh mereka terhadap saya","bah , para pensyarah dapat melihat apa yang dilaku oleh mereka terhadap saya"
665, Saya mula bergerak secara solo dan perangai ini saya bawa ke pengajian ijazah,saya mula bergerak secara solo dan perangai ini saya bawa ke pengaji ijazah
666," Sewaktu pengajian ijazah, saya bertemu dengan rakan-rakan yang sekarang ini saya anggap keluarga kedua saya","sewaktu pengaji ijazah , saya bertemu deng rakan - rakan yang sekarang ini saya anggap keluarga kedua saya"
667,"  Soal percaya, ya saya masih tidak mampu mempercayai manusia sepenuhnya","soal percaya , ya saya masih tidak mampu mempercayai manusia sepenuh"
668," Bahkan, diri saya sendiri saya tak mampu untuk percaya","bah , diri saya sendiri saya tidak mampu untuk percaya"
669, Saya mengalami kemurungan kali ketiga sewaktu tahun ketiga pengajian ijazah,saya mengalami kemurung kali ketiga sewaktu tahun ketiga pengaji ijazah
670, Saya kehilangan seorang rakan baik dan pada waktu yang sama saya mengetahui bahawa orang yang saya menaruh harapan hanyalah mempermainkan saya,saya kehilang seorang rakan baik dan pada waktu yang sama saya mengetahui bahawa orang yang saya menparuh harap ha  mempermain saya
671, Kehilangan rakan baik ditambah pula kesibukan membuat tesis telah mejadikan saya terlampau stres,kehilang rakan baik ditambah pula kesibu membuat tesis te mejadi saya terlampau tres
672," Apabila stres saya memuncak, saya mula memikirkan tentang kesedihan saya dan tidak melakukan sebarang kerja","apabila tres saya mempuncak , saya mula memfikir tentang kesedih saya dan tidak melaku sebarang kerja"
673, Hanya tidur dan menyelubungi diri saya dengan selimut,ha tidur dan menyelubungi diri saya deng selimut
674, Air mata gugur berkali-kali,udara mata gugur berkali - kali
675, Tiada siapa pun tahu,tiada siapa pun tahu
676," Malah sehingga sekarang, apabila kemurungan melanda, saya hanya mampu menangis dalam senyap tanpa pengetahuan sesiapa","ma sehingga sekarang , apabila kemurung melanda , saya ha mampu menangis dalam senyap tanpa pengetahu sesiapa"
677,Saya tidak pasti berapa ramai lagi pembaca yang sedang membaca kisah saya,saya tidak pasti berapa ramai lagi pebaca yang sedang membaca kisah saya
678, Berbalik kepada soalan mengapa saya tidak berjumpa dengan doktor untuk kepastian,berbalik kepada soal mengapa saya tidak berjumpa deng doktor untuk kepasti
679, Saya yang mempunyai tahap keyakinan diri yang lemah,saya yang mempunyai tahap keyakin diri yang lemah
680, Ibu saya menyedari hal ini dan sering membezakan saya dengan adik saya,ibu saya menyedari hal ini dan sering membeza saya deng adik saya
681, Hal ini telah mengakibatkan diri saya berada dalam keadaan stres,hal ini te mengakibat diri saya berada dalam keada tres
682," Selain itu, saya merupakan seorang yang pendiam dan hanya berbicara jika perlu","selain itu , saya merupa seorang yang pendiam dan ha berbicara jika perlu"
683," Berat mulut, itulah ungkapan ibu saya kepada saya","berat mulut , itu  ungkap ibu saya kepada saya"
684," Ya, saya mampu untuk pergi ke hospital sendiri","ya , saya mampu untuk pergi ke hospital sendiri"
685," Namun, kehidupan saya sentiasa dibayangi ibu bapa saya","namun , kehidup saya sentiasa dibayang ibu bapa saya"
686, Tidak kah mereka pelik untuk apa saya pergi ke klinik atau hospital sedangkan saya sihat? Malah setiap pergerakan keluar masuk rumah saya pasti ditemani oleh ibu bapa saya,tidak  mereka pelik untuk apa saya pergi ke klinik atau hospital sedang saya sihat ? ma setiap pergera keluar masuk rumah saya pasti ditemani oleh ibu bapa saya
687, Memberitahu soal kemurungan kepada ibu bapa? Kepercayaan saya terhadap mereka belum pulih sepenuhnya,memberitahu soal kemurung kepada ibu bapa ? kepercaya saya terhadap mereka belum pulih sepenuh
688, Saya juga masih ingat sesi di hospital di mana ayah saya berpura-pura menghidap sawan sedangkan saya yang sakit,saya juga masih ingat sesi di hospital di mana ayah saya berpura - pura menghidap sawan sedang saya yang sakit
689," Wajarkah saya untuk membebani hati serta kepala mereka dengan kemurungan saya?Jika dahulu, saya hanya menangis","wajar saya untuk membeb hati dan juga kepala mereka deng kemurung saya ? jika dahulu , saya ha menangis"
690," Tapi kini, saya membayangkan pisau dan saya pasti anda memahami apa yang saya bayangkan","tetapi kini , saya membayang pisau dan saya pasti anda memahami apa yang saya bayang"
691, Saya sedar kemurungan saya semakin teruk dan saya perlu bantuan segera,saya sedar kemurung saya semakin teruk dan saya perlu bantu segera
692, Saya berharap agar saya cepat mendapatkan pekerjaan dan keluar daripada rumah,saya berharap agar saya cepat mendapat pekerja dan keluar daripada rumah
693," Dengan cara ini, saya dapat pergi mendapatkan bantuan tanpa pengetahuan ibu bapa","deng cara ini , saya dapat pergi mendapat bantu tanpa pengetahu ibu bapa"
694,Saya berharap sangat para pembaca dapat membantu saya secara tidak langsung,saya berharap sangat para pebaca dapat membantu saya secara tidak langsung
695, Berhati-hati dengan komen anda kerana bisa kata-kata boleh menjatuhkan seseorang,berhati - hati deng komen anda kerana bisa kata - kata boleh menjatuh seseorang
696,– TiaHantar confession anda di sini -> www,– tiahantar pengaku anda di sini - > w
697,iiumc,iium
698,com/submit,com / mengemuka
699,Kemurungan dan Rasa Cemas yang tak dapat Di kawal,kemurung dan rasa cemas yang tidak dapat di kawal
700, Pengakuan diri sendiri harap dapat membantu sesiapa yg pernah dan tengah alami di luar sana,pengaku diri sendiri harap dapat membantu sesiapa yang pernah dan tengah alami di luar sana
701, Ini berlaku setelah aku bertukar tempat kerja yg nyata pada awalnya dapat di urus dengan baik tetapi setelah 3 bulan di tukar ke assignment yang lebih susah,ini berlaku sete aku bertukar tempat kerja yang nyata pada awal dapat di urus deng baik tetapi sete tiga bul di tukar ke assignment yang lebih susah
702, Assignment baru ini telah menyebabkan ramai rakan rakan kerja sejawatan dan rakan rakan lain telah ambil keputusan untuk berhenti dan menukar kerja ke jabatan lain ataupun ke syarikat lain,assignment baru ini te menyebab ramai rakan rakan kerja sejawat dan rakan rakan lain te ambil keputus untuk berhenti dan menukar kerja ke jabat lain ataupun ke syarikat lain
703, benda nie berlaku di syarikat international-kilang electronics,benda ini berlaku di syarikat antarabangsa - kilang elektronik
704, Bagi aku ,bagi aku
705,,nan
706, aku suka dengan challenge dan aku sahut cabaran dari boss aku ,aku suka deng cabar dan aku sahut cabar dari bos aku
707,,nan
708, yg mana boss aku nie aku katergorykan old style dan lembab dalam buat keputusan ,yang mana bos aku ini aku kategory old gaya dan lembab dalam buat keputus
709,,nan
710, bayankan satu isu meeting untuk finalize boleh ambil masa sampai 4 jam ,bayan satu isu mesyuarat untuk muktamad boleh ambil masa sampai empat jam
711,,nan
712, kadang kadang stress bukan sebab kerja tapi sebab terlampau banyak menunggu keputusan dari boss,kadang kadang tres bu sebab kerja tetapi sebab terlampau banyak menunggu keputus dari bos
713, diri terkesan apabila kesibukkan melampau sehingga banyak kerja yang tertangguh di sertai dengan di herdik dan di marah oleh orang atasan di sebabkan KPI tidak seperti yang di hendaki,diri terkes apabila kesibu melampau sehingga banyak kerja yang tertangguh di sertai deng di herdik dan di marah oleh orang atas di sebab <allcaps> kpi </allcaps> tidak seperti yang di hendak
714, Badan akan rasa panas sejuk tetapi bukan demam,badan akan rasa panas sejuk tetapi bu demam
715,,nan
716, banyak masalah yang di fikirkan dan setiap masalah kita nak selesaikan dengan yang terbaik,banyak masa yang di fikir dan setiap masa k nak selesai deng yang terbaik
717, bermula kisah setelah 2 bulan di dalam project/ assigment baru … kesibukkan dia sampai hanya sempat ambil lunch sahaja ,bermula kisah sete dua bul di dalam projek / assigment baru … kesibu dia sampai ha sempat ambil makan tengahari sahaja
718,,nan
719, dan waktu solat sentiasa delay… kadang kadang siap kena qoda’ sebab berada dalam meeting,dan waktu solat sentiasa kelewat … kadang kadang siap kena qoda ' sebab berada dalam mesyuarat
720, kemuncak Depression and Anxiety Disorders ini apabila perasaan nak bunuh diri datang … di sebabkan give up yang teramat sangat ,kemuncak kemurung dan kebimbang disorders ini apabila perasa nak bunuh diri datang … di sebab beri naik yang teramat sangat
721,,nan
722, aku alami benda nie setelah 5 bulan dalam keadaan Depression and Anxiety Disorders Selain seram sejuk diri rasa macam kecil sekecil nya dan rasa rendah diri yang amat sangat sehingga untuk berjumpa jiran tetangga pun boleh nak pitam … dengan kenalan lain lagi laa,aku alami benda ini sete lima bul dalam keada kemurung dan kebimbang disorders selain seram sejuk diri rasa macam kecil sekecil  dan rasa rendah diri yang amat sangat sehingga untuk berjumpa jir tetangga pun boleh nak pitam … deng kenal lain lagi 
723,,nan
724, pernah pitam 2 kali semasa solat berjemaah,pernah pitam dua kali semasa solat berjemaah
725, sebab rasa rendah diri dan tidak cukup tidur,sebab rasa rendah diri dan tidak cukup tidur
726, Langkah paling selamat untuk elakkan dari buat benda paling bodoh adalah : 1- banyakkan diri berada di surau dan masjid ,lang paling selamat untuk elak dari buat benda paling bodoh ada : satu - banyak diri berada di surau dan masjid
727,,nan
728,mengaji quran dan dengan kuliah …ini aku hanya sedar setelah hampir sembuh di mana setelah 7 bulan menderita,mengaji qur dan deng kuliah … ini aku ha sedar sete hampir sembuh di mana sete tujuh bul mender
729, 2- jangan bersendirian,dua - jang bersendiri
730, kalau rasa rendah diri kena berada dalam jemaah yang ramai ,kalau rasa rendah diri kena berada dalam jemaah yang ramai
731,,nan
732, seperti di masjid atau pasaraya ,seperti di masjid atau pasaraya
733,,nan
734, (Pernah stay kat surau hotel tingkat 14 sorang diri dan plan nak terjun ikut tingkap – astaghfirullah)sila jauhkan dan jangan buat,( pernah tinggal dekat surau hotel tingkat empat belas seorang diri dan pel nak terjun ikut tingkap – astaghfirul ) sila jauh dan jang buat
735, 3- pernah berada dalam kereta dan ambil tali pinggan kaledar jerut leher,tiga - pernah berada dalam kereta dan ambil tali pingg kalendar jerut leher
736,,nan
737, nasib masih hidup ,nasib masih hidup
738,,nan
739, Alhamdulillah- jangan terpenung walaupun dalam kereta…,alhamdulil - jang terpenaung walaupun dalam kereta …
740, 4- Aku berhenti kerja dan dapatkan kerja di tempat yang lebih senang/mudah,empat - aku berhenti kerja dan dapat kerja di tempat yang lebih senang / mudah
741, dengan kommitment yang tinggi,deng komitmen yang tinggi
742, aku redah dan nekad ,aku redah dan nekad
743,,nan
744, Alhamdulillah ,alhamdulil
745,,nan
746, Allah penentu segalanya ,allah pententu segala
747,,nan
748, untuk kurang stress,untuk kurang tres
749, jangan terus kalau diri dah rasa give up,jang terus kalau diri dah rasa beri naik
750, 5- solat sunat dan qada solat lepas banyak banyak kalau tak boleh tido ,lima - solat sunat dan qada solat lepas banyak banyak kalau tidak boleh tidur
751,,nan
752, mengaji ,mengaji
753,,nan
754, insyaAllah akan sampai masa mata akan tertidur dek syaitan ni rojim yang tak suka kita buat kebaikan ,insyaal  akan sampai masa mata akan tertidur dek syait ini roji yang tidak suka k buat kebai
755, 6- perlu ada rakan bercerita atau paling tak untuk makan sekali ,enam - perlu ada rakan bercer atau paling tidak untuk ma sekali
756,,nan
757, 7- berserah pada Allah untuk jalan penyelesain dan follow the flow sampai sembuh ,tujuh - berserah pada allah untuk jal penyelesai dan ikuti yang alir sampai sembuh
758,,nan
759," baca quran , zikir dan berdoa sentiasa dan setiap masa ","baca qur , zikir dan berdoa sentiasa dan setiap masa"
760,Ingat Depression and Anxiety Disorders penyakit kategori amat bahaya ,ingat kemurung dan kebimbang disorders penyakit kategori amat bahaya
761,,nan
762, sihat tubuh badan tapi mental sengsara,sihat tubuh badan tetapi mental sengsara
763, Aku pernah ke klinik psikitiarik dan juga hospital pakar sakit jiwa ( 6 bulan lebih ulang alik untuk dapatkan rawatan ) mereka hanya banyak bagi nasihat dan ubat penenang,aku pernah ke klinik psikitiarik dan juga hospital pakar sakit jiwa ( enam bul lebih ulang alik untuk dapat rawat ) mereka ha banyak bagi nasihat dan ubat penenang
764, diri sendiri kena kuat untuk keluar ,diri sendiri kena kuat untuk keluar
765, Aku juga berusaha dengan rawatan islam ,aku juga berusaha deng rawat islam
766,,nan
767, Alhamdulillah ,alhamdulil
768,,nan
769, rawatan di perak dapat beroleh perubahan dalam diri dan sampai sekarang Alhamdulillah penyakit x datang lagi dan aku tak nak ada penyakit tuh lagi,rawat di perak dapat beroleh perubah dalam diri dan sampai sekarang alhamdulil penyakit tidak datang lagi dan aku tidak mahu ada penyakit itu lagi
770, kepelbagaian rawatan dengan dalam hati jangan syirik/ sekutukan Allah ,kepelbagai rawat deng dalam hati jang syirik / sekutu allah
771,,nan
772, tanam dalam diri Allah penyembuh ,tanam dalam diri allah penyembuh
773, kita hanya berusaha … Untung ada isteri dan keluarga yang sentiasa beri sokongn dan dorongan ,k ha berusaha … untung ada isteri dan keluarga yang sentiasa beri sokong dan dorong
774, alhamdulillah,alhamdulil
775,,nan
776, HARGAILAH ORANG DISEKELILING KITA KETIKA KITA SUSAH,<allcaps> hargai orang disekeliling k ketika k susah </allcaps>
777,  – DartHHantar confession anda di sini -> www,– darthhantar pengaku anda di sini - > w
778,iiumc,iium
779,com/submit,com / mengemuka
780,Terima kasih admin kerana sudi menyiarkan confession aku,terima kasih admin kerana sudi menyiar pengaku aku
781," Maaf kalau cerita ini panjang, tapi terima kasih pada sudi membaca","maaf kalau cer ini panjang , tetapi terima kasih pada sudi membaca"
782, Aku harap ada terbuka minda sedikit jika baca idea korang nanti,aku harap ada terbuka minda sedikit jika baca idea kamu semua nanti
783,Ini sebenarnya kali pertama aku berani meluahkan walaupun dah berkali-kali cuba,ini sebenar kali pertama aku berani meluah walaupun dah berkali - kali cuba
784,"Ringkasnya, dari dulu aku memang seorang yang tidak berapa pandai jika dibandingkan dengan orang lain","ringkas , dari dahulu aku memang seorang yang tidak berapa pandai jika dibanding deng orang lain"
785, Aku lambat faham dan selalu rasa ketinggalan,aku lambat faham dan selalu rasa ketinggal
786," Tapi berkat usaha dan doa, aku tunjukkan semangat yang aku nak sesuatu itu","tetapi berkat usaha dan doa , aku tunjuk semangat yang aku nak sesuatu itu"
787, Contoh masa aku UPSR,contoh masa aku <allcaps> upsr </allcaps>
788, Aku tak pernah dapat A pun apa apa subjek sehingga dipanggil bodoh oleh rakan sekelas,aku tidak mengaparna dapat a pun apa apa subjek sehingga dipanggil bodoh oleh rakan sekelas
789," Tapi sekali lagi, aku nekad untuk dapatkan target tu","tetapi sekali lagi , aku nekad untuk dapat sasar itu"
790," Akhirnya, aku berjaya raih 5A dan rangkul anugerah pelajar berpontensi","akhir , aku berjaya raih lima a dan rangkul anugerah pelajar berpotensi"
791,Tapi tu zaman UPSR,tetapi itu zaman <allcaps> upsr </allcaps>
792," Aku perlu cerita ini, sebab saat itulah yang jadikan aku sebagai anak harapan kepada ibu bapa aku","aku perlu cer ini , sebab saat itu  yang jadi aku sebagai anak harap kepada ibu bapa aku"
793, Aku mula ditaruh setinggi harapan setiap zaman sekolah sehingga sekarang,aku mula ditaruh setinggi harap setiap zaman seko sehingga sekarang
794,Sekali lagi aku nyatakan aku bukan seorang yang pandai,sekali lagi aku menyata aku bu seorang yang pandai
795, Tapi sentiasa fokus dalam kelas dan aku akan mengulangkaji ketika semua tidur,tetapi sentiasa fokus dalam kelas dan aku akan mengulangkaji ketika semua tidur
796, Perangai tu aku terbawa sehinggalah zaman Universiti,perangai itu aku terbawa sehingga  zaman universiti
797,Aku jenis tak boleh nak study waktu ada orang,aku jenis tidak boleh nak belajar waktu ada orang
798, Rasa macam diperhatikan,rasa macam diperhati
799," Oleh itu, ramai yang menganggap aku semulajadinya seorang yang bijaksana","oleh itu , ramai yang menganggap aku semulajadi seorang yang bijaksana"
800," Sebab hidup selalu happy je dan tak study, tapi result Alhamdulillah","sebab hidup selalu gembira sahaja dan tidak belajar , tetapi hasil alhamdulil"
801,"Tapi biasalah setiap orang ada saat naik surutnya, jika aku perhatikan garis hidup aku sekarang","tetapi biasa  setiap orang ada saat naik surut , jika aku perhati garis hidup aku sekarang"
802," Aku seorang graduan Prauniversiti (STPM), aku tak berniat nak ambil STPM langsung","aku seorang gradu prauniversiti ( <allcaps> stpm </allcaps> ) , aku tidak berniat nak ambil <allcaps> stpm </allcaps> langsung"
803, Tapi disebabkan result SPM yang mengecewakan,tetapi disebab hasil <allcaps> spm </allcaps> yang mengecewa
804, Aku hanya ada dua pilihan,aku ha ada dua pilih
805, STPM atau Politeknik,<allcaps> stpm </allcaps> atau politeknik
806," Aku pilih STPM atas desakan keluarga, dan aku berjaya jadi pelajar cemerlang STPM","aku pilih <allcaps> stpm </allcaps> atas desa keluarga , dan aku berjaya jadi pelajar cemerlang <allcaps> stpm </allcaps>"
807, Top5 dalam tingkatan aku,top5 dalam tingkat aku
808,"Memang membanggakan sehingga zaman Uni, aku menyambung pelajaran di Universiti awam","memang membangga sehingga zaman uni , aku menyambung pelajar di universiti awam"
809,Pada awalnya memang aku memang tunjukkan prestasi yang sangat bagus dan sentiasa bersemangat,pada awal memang aku memang tunjuk prestasi yang sangat bagus dan sentiasa bersemangat
810," Tapi pada tahun akhir ijazah aku, aku mulai jatuh","tetapi pada tahun akhir ijazah aku , aku mulai jatuh"
811," Aku mula hilang fokus, aku tak dapat menyiapkan tugasan dalam masa yang diberikan","aku mula hilang fokus , aku tidak dapat menyiap tugas dalam masa yang diberi"
812, Aku jadi hilang semangat dan seolah olah kemurungan,aku jadi hilang semangat dan seo  o kemurung
813,"Aku akan menangis seorang diri, dalam tidur bila mengenangkan prestasi yang tak cemerlang","aku akan menangis seorang diri , dalam tidur bila mengmenang prestasi yang tidak cemerlang"
814, Dan aku sukar tidur pada waktu malam,dan aku sukar tidur pada waktu malam
815," Bila ditambah dengan tekanan dari keluarga, selalu menekan aku","bila ditambah deng tekan dari keluarga , selalu mene aku"
816, Aku jadi lagi tertekan,aku jadi lagi terte
817,  Aku akan jadi iri bila lihat orang lain sudah berjaya dan aku terus keluar dari media sosial apabila terlihat post post kawan kawan yang berjaya,aku akan jadi iri bila lihat orang lain sudah berjaya dan aku terus keluar dari media sosial apabila terlihat jawat jawat ka ka yang berjaya
818,"Sehingga kini, aku masih terperangkap dalam diri sendiri bila masih lagi tak berjaya menyiapkan Final Year Project (FYP)","sehingga kini , aku masih terperangkap dalam diri sendiri bila masih lagi tidak berjaya menyiap akhir tahun projek ( <allcaps> fyp </allcaps> )"
819, Setelah satu sem aku extend,sete satu sem aku melanjut
820,Aku bukan nak menunding jari tapi aku dapat rasa ini bukannya salah aku seorang,aku bu nak menrunding jari tetapi aku dapat rasa ini bukan sa aku seorang
821, Pensyarah yang sepatutnya mengawasi aku pun tidak bertindak sepatutnya,pensyarah yang sepatut mengawasi aku pun tidak bertindak sepatut
822," Dia buat endah tak endah pada aku, dan bila aku bertanyakan soalan","dia buat endah tidak endah pada aku , dan bila aku bertanya soal"
823, Dia akan memusingkan perkara tu seperti semuanya salah aku,dia akan memusing perkara itu seperti semua sa aku
824," Tapi tidak apa, sebab aku tetap salah","tetapi tidak apa , sebab aku tetap sa"
825, Aku tidak letakkan kesungguhan sepenuhnya,aku tidak letak kesungguh sepenuh
826,"Disebabkan aku selalu rasa down, aku selalu memikirkan tentang bunuh diri","disebab aku selalu rasa down , aku selalu memfikir tentang bunuh diri"
827, Aku tak tahu betapa rapuhnya iman aku sampai terfikir nak berbuat demikian,aku tidak tahu betapa rapuh im aku sampai terfikir nak berbuat demiki
828," Tapi sampai sekarang, aku masih tak lakukan sebab aku tak boleh siakan ibu bapa aku dan semua orang yang ada dengan aku","tetapi sampai sekarang , aku masih tidak laku sebab aku tidak boleh sia ibu bapa aku dan semua orang yang ada deng aku"
829,"Aku dekatkan diri dengan Tuhan, aku bersungguh nak khatam Alquran (ya, aku masih belum khatam walaupun umur dah bangka)","aku dekat diri deng tuh , aku bersungguh nak khatam alqur ( ya , aku masih belum khatam walaupun umur dah bangka )"
830,Aku terfikir untuk mengambil cuti sementara dan mungkin bekerja untuk alihkan perhatian aku dengan pelajaran,aku terfikir untuk mengambil cuti sementara dan mungkin bekerja untuk alih perhati aku deng pelajar
831, Ye mungkin dengan kelulusan macam ni apa je kerja aku boleh lakukan,ya mungkin deng kelulus macam ini apa sahaja kerja aku boleh laku
832,Tapi aku perlu counter semula fikiran dan tahap mental aku,tetapi aku perlu counter semu  pikir dan tahap mental aku
833, Aku bukan lembik tapi cukuplah aku kata aku tak cukup kuat,aku bu lembik tetapi cukup  aku kata aku tidak cukup kuat
834,– NurulHantar confession anda di sini -> www,– nurulhantar pengaku anda di sini - > w
835,iiumc,iium
836,com/submit,com / mengemuka
837,"Hai, it’s me again","hai , ia ' seperti saya sekali lagi"
838, Confession sebelum ni pasal gangguan penyesuaian/ adjustment disorder,pengaku sebelum ini pasal ganggu penyesuai / pelaras ganggu
839," Boleh baca confession berkenaan di sini, (https://iiumc","boleh baca pengaku berkena di sini , ( https :// iium"
840,com/gpaddm/),com / gpaddm / )
841,Aku ada baca kat komen di FB yang nak tahu pasal mental illness/ mental health,aku ada baca dekat komen di <allcaps> facebook </allcaps> yang nak tahu pasal mental penyakit / mental kesihat
842, Harap admin boleh publish untuk tambah pengetahuan tentang kesihatan mental sebab kalau google pun tak berapa jelas sangat rawatan,harap admin boleh menerbit untuk tambah pengetahu tentang kesihat mental sebab kalau goong  pun tidak berapa jelas sangat rawat
843,Aku mention awal-awal yang tak semua alami kemurungan adalah sama dan tak semua yang perlukan rawatan yang sama,aku menyebut awal - awal yang tidak semua alami kemurung ada sama dan tidak semua yang perlu rawat yang sama
844," Sebab doktor aku beritahu, setiap pesakit ada kemurungan tersendiri dengan ciri ‘istimewa’ tersendiri","sebab doktor aku beritahu , setiap pesakit ada kemurung tersendiri deng ciri ' istimewa ' tersendiri"
845,Aku nak share a few rawatan untuk atas perasaan kemurungan based on pengalaman sendiri dan jawapan daripada pakar dan doktor yang incharge aku kat klinik psikiatri dan kesihatan mental,aku nak bahagi a beberapa rawat untuk atas perasa kemurung berasas pada pengalam sendiri dan jawap daripada pakar dan doktor yang incharga aku dekat klinik psikiatri dan kesihat mental
846,"Ok, aku nak highlight kat sini apa yang diperlukan bila ada kemurungan ialah seorang pendengar yang setia dan tidak menghukum luahan hati kau","okey , aku nak sorot dekat sini apa yang diperlu bila ada kemurung ia seorang pendengar yang setia dan tidak menghukum luah hati kamu"
847," Bila kau hadapi sesuatu peristiwa yang kau tak boleh hadap, carilah teman untuk meluah perasaan","bila kamu hadapi sesuatu peristiwa yang kamu tidak boleh hadap , cari teman untuk meluah perasa"
848,"Aku tahu yang ramai pembaca kat luar sana yang hadir temujanji dengan doktor psikiatri kan?Ok, rawatan yang diberikan oleh doktor korang ialah psikoterapi; iaitu untuk ubah cara minda korang berfikir","aku tahu yang ramai pebaca dekat luar sana yang hadir temujanji deng doktor psikiatri kan ? okey , rawat yang diberi oleh doktor kamu semua ia psikoterapi ; iaitu untuk ubah cara minda kamu semua berpikir"
849," Kalau selama ni dalam kepala otak kau asyik thought negatif je, jadi peranan dorang ialah untuk betulkan mind set korang","kalau selama ini dalam kepala otak kamu asyik berfikir negatif sahaja , jadi peran dorong ia untuk betul fikir ditetap kamu semua"
850, Ini yang pertama dalam rawatan kemurungan,ini yang pertama dalam rawat kemurung
851,Doktor yang bertugas takkan sesekali cadangkan penyelesaian kepada masalah kau,doktor yang bertugas tidak akan sesekali cadang penyelesai kepada masa kamu
852," Kau kena fikir sendiri, dia bagi kertas dan suruh senaraikan masalah dan cara tangani masalah kau","kamu kena fikir sendiri , dia bagi kertas dan suruh senarai masa dan cara tangani masa kamu"
853, Doktor nak ajar kau supaya kau ada self-esteem dan boleh buat keputusan,doktor nak ajar kamu supaya kamu ada diri sendiri - harga diri dan boleh buat keputus
854,Rawatan kedua ialah ubat-ubatan,rawat kedua ia ubat - ubat
855, Lepas dah jumpa doktor mesti dapat slip ubat kan? Haa itu ialah rawatan anti-depression kalau ada tanda kemurungan dan anti-anxiety kalau ada kegelisahan,lepas dah jumpa doktor mesti dapat tergelincir ubat kan ? haa itu ia rawat anti - kemurung kalau ada tanda kemurung dan anti - kebimbang kalau ada kegelisah
