raw text,token text,category
no,['tidak'],non-deppressive
1 dan 2 dan 7 sangat lah diri saya,"['satu', 'dan', 'dua', 'dan', 'tujuh', 'sangat', 'diri', 'saya']",non-deppressive
" persoalannya, adakah saya depression?p/s: saya agak2 mesti ramai cakap saya acah depression","['soal', 'ada', 'saya', 'murung', 'pergi', 's', 'saya', 'agak', 'agak', 'mesti', 'ramai', 'cakap', 'saya', 'acah', 'murung']",non-deppressive
 saya cuma nak tau saya kategori mana je harap dapat membantu saya,"['saya', 'cuma', 'nak', 'tahu', 'saya', 'kategori', 'mana', 'sahaja', 'harap', 'dapat', 'bantu', 'saya']",non-deppressive
 saya tak de tempat nak luah,"['saya', 'tidak', 'ada', 'tempat', 'nak', 'luah']",non-deppressive
 mereka tak faham sebab saya tak reti bercerita,"['mereka', 'tidak', 'faham', 'sebab', 'saya', 'tidak', 'reti', 'bercer']",non-deppressive
 kalau rasa merepek maafla saya tak reti bercerita,"['kalau', 'rasa', 'repek', 'maaf', 'saya', 'tidak', 'reti', 'bercer']",non-deppressive
(lagi satu thanks admin kalau publish) Harap dapat komen yang membantu,"['lagi', 'satu', 'thanks', 'admin', 'kalau', 'terbit', 'harap', 'dapat', 'komen', 'yang', 'bantu']",non-deppressive
Terima kasih semua,"['terima', 'kasih', 'semua']",non-deppressive
– miaHantar confession anda di sini -> www,"['angan', 'miahantar', 'pengi', 'anda', 'di', 'sini', 'w']",non-deppressive
iiumc,['iium'],non-deppressive
com/submit,"['com', 'muka']",non-deppressive
"""Tak tau macam mana nak cakap","['tidak', 'tahu', 'macam', 'mana', 'nak', 'cakap']",non-deppressive
 I was diagnosed with major depression disorder,"['saya', 'ada', 'diagnosed', 'deng', 'utama', 'murung', 'ganggu']",non-deppressive
 Ni bukan la kali pertama aku berjumpa dengan Dr untuk treat depression aku dan bukan la kali pertama aku try untuk suicide,"['ini', 'bu', 'kali', 'pertama', 'aku', 'jumpa', 'deng', 'doktor', 'untuk', 'rawat', 'murung', 'aku', 'dan', 'bu', 'kali', 'pertama', 'aku', 'cuba', 'untuk', 'bunuh', 'diri']",symptom
" Dulu, pernah pergi treatment tapi aku stop","['dahulu', 'pernah', 'pergi', 'rawat', 'tetapi', 'aku', 'henti']",medical history
 And depression still datang sebab aku tak recover betul2 lagi,"['dan', 'murung', 'masih', 'ada', 'datang', 'sebab', 'aku', 'tidak', 'pulih', 'betul', 'betul', 'lagi']",medical history
 This year aku pergi dapatkan bantuan lagi daripada pakar sebab aku tak tahan,"['this', 'tahun', 'aku', 'pergi', 'dapat', 'bantu', 'lagi', 'daripada', 'pakar', 'sebab', 'aku', 'tidak', 'tah']",medical history
"  Aku try cederakan diri aku, having suicidal thoughts, tak boleh focus buat kerja, asyik amik MC sakit","['aku', 'cuba', 'cedera', 'diri', 'aku', 'having', 'bunuh', 'diri', 'thoughts', 'tidak', 'boleh', 'tumpu', 'buat', 'kerja', 'asyik', 'ambil', 'mc', 'sakit']",symptom
 Kekadang aku ada terfikir nak luahkan kat kawan aku,"['kadang', 'kadang', 'aku', 'ada', 'terfikir', 'nak', 'luah', 'dekat', 'ka', 'aku']",non-deppressive
" Aku bagitau aku depressed, sedih","['aku', 'begitu', 'aku', 'terte', 'sedih']",symptom
"  Tapi response dia """"try to think positive"""" , """" cuba ingat Tuhan"""" , """"Aku pon lalui benda macam kau,  lagi teruk drpd kau lagi"""" ","['tetapi', 'tindak', 'balas', 'dia', 'cuba', 'kepada', 'berfikir', 'positif', 'cuba', 'ingat', 'tuh', 'aku', 'pun', 'lalu', 'benda', 'macam', 'kamu', 'lagi', 'teruk', 'daripada', 'kamu', 'lagi']",risk factor
 Hmm,['hm'],non-deppressive
" Kalau dapat dah dapat respond sebegitu, kau rasa aku tak lagi stress ke","['kalau', 'dapat', 'dah', 'dapat', 'balas', 'begitu', 'kamu', 'rasa', 'aku', 'tidak', 'lagi', 'tres', 'ke']",non-deppressive
 Orang yang tak pernah lalui depression tak faham apa itu depression,"['orang', 'yang', 'tidak', 'mengaparna', 'lalu', 'murung', 'tidak', 'faham', 'apa', 'itu', 'murung']",non-deppressive
" Mereka fikir kami sedih dan loser, tak ingat Tuhan, lemah Iman","['mereka', 'fikir', 'kami', 'sedih', 'dan', 'yang', 'ka', 'tidak', 'ingat', 'tuh', 'lemah', 'im']",symptom
 Haha,['haha'],non-deppressive
" Ntah la aku penat dengan dunia ni,  penat hidup","['en', 'aku', 'penat', 'deng', 'dunia', 'ini', 'penat', 'hidup']",symptom
" Aku ada je pergi kaunseling, makan antidepressants tapi the negative thoughts still datang","['aku', 'ada', 'sahaja', 'pergi', 'kaunseling', 'ma', 'antidepressant', 'tetapi', 'yang', 'negatif', 'thoughts', 'masih', 'ada', 'datang']",symptom
  Aku still rse nak cederakan diri aku,"['aku', 'masih', 'ada', 'risa', 'nak', 'cedera', 'diri', 'aku']",symptom
"  In fact semalam aku try untuk cederakan diri aku,  but amazingly tak rasa sakit","['masuk', 'fact', 'malam', 'aku', 'cuba', 'untuk', 'cedera', 'diri', 'aku', 'tetapi', 'luar', 'biasa', 'tidak', 'rasa', 'sakit']",symptom
 Aku punya deria sakit macam dah hilang,"['aku', 'pu', 'dia', 'sakit', 'macam', 'dah', 'hilang']",symptom
 Aku dah tak tau nak buat macam mana,"['aku', 'dah', 'tidak', 'tahu', 'nak', 'buat', 'macam', 'mana']",non-deppressive
  Nak suruh seek help from psychiatrist,"['nak', 'suruh', 'seokay', 'bantu', 'dari', 'psikiatri']",non-deppressive
" Aku dh buat,  ubat aku makan","['aku', 'dah', 'buat', 'ubat', 'aku', 'ma']",non-deppressive
" Yet, aku still rasa kosong, useless, helpless, rasa macam aku beban untuk semua orang","['lagi', 'aku', 'masih', 'ada', 'rasa', 'kosong', 'tidak', 'guna', 'tidak', 'daya', 'rasa', 'macam', 'aku', 'beb', 'untuk', 'semua', 'orang']",symptom
 Rasa macam aku menyusahkan orang,"['rasa', 'macam', 'aku', 'tusah', 'orang']",symptom
  Rasa macam semua tak suka aku,"['rasa', 'macam', 'semua', 'tidak', 'suka', 'aku']",symptom
 Dan aku pun benci diri aku,"['dan', 'aku', 'pun', 'benci', 'diri', 'aku']",symptom
 Aku penat,"['aku', 'penat']",symptom
 Penat hidup,"['penat', 'hidup']",symptom
" """,[],non-deppressive
"""Rindu yang paling sakit ialah rindu kepada orang yang dah buang kita","['rindu', 'yang', 'paling', 'sakit', 'ia', 'rindu', 'kepada', 'orang', 'yang', 'dah', 'buang', 'k']",risk factor
" Maafkan saya, saya sedang merindui ibu saya","['maaf', 'saya', 'saya', 'sedang', 'rindu', 'ibu', 'saya']",non-deppressive
" Doakan ibu saya sihat selalu, doakan dia diberi ketenangan, doakan dia dilembutkan hati untuk memaafkan anak-anaknya, doakan dia dapat menerima sebuah kenyataan (walaupun kenyataan itu sakit untuk diterima)","['doa', 'ibu', 'saya', 'sihat', 'selalu', 'doa', 'dia', 'beri', 'ten', 'doa', 'dia', 'lembut', 'hati', 'untuk', 'memuefa', 'anak', 'anak', 'doa', 'dia', 'dapat', 'terima', 'buah', 'nyata', 'walaupun', 'nyata', 'itu', 'sakit', 'untuk', 'terima']",non-deppressive
"Mungkin dalam ramai ramai yang membaca posting ini, boleh mengaminkan doa diatas","['mungkin', 'dalam', 'ramai', 'ramai', 'yang', 'baca', 'posting', 'ini', 'boleh', 'amin', 'doa', 'atas']",non-deppressive
" Sebab kita tak tahu, doa siapa yang Allah angkat dan makbulkan","['sebab', 'k', 'tidak', 'tahu', 'doa', 'siapa', 'yang', 'allah', 'angkat', 'dan', 'makbul']",non-deppressive
"Thanks""",['thanks'],non-deppressive
Hi nak tanya,"['hi', 'nak', 'tanya']",non-deppressive
 Ubat untuk depression tu betul2 function ke? Maaf lah bunyi macam noob sikit,"['ubat', 'untuk', 'murung', 'itu', 'betul', 'betul', 'fungsi', 'ke', 'maaf', 'bunyi', 'macam', 'nob', 'sikit']",non-deppressive
 I rasa I macam makin teruk so I nak tahu betul ke ubat tu boleh rawat and ubah I,"['saya', 'rasa', 'saya', 'macam', 'makin', 'teruk', 'jadi', 'saya', 'nak', 'tahu', 'betul', 'ke', 'ubat', 'itu', 'boleh', 'rawat', 'dan', 'ubah', 'saya']",non-deppressive
 Will it make me less sadder? More happier? More motivated? Asking for myself 🙏,"['akan', 'ia', 'pakai', 'saya', 'les', 'sader', 'lebih', 'lagi', 'lebih', 'gembira', 'lebih', 'lagi', 'motivated', 'asking', 'untuk', 'saya', 'sendiri', 'angan']",non-deppressive
"""Firstly, trima kasih admin sudi post saya punya confession ni","['pertama', 'terima', 'kasih', 'admin', 'sudi', 'jawat', 'saya', 'pu', 'pengi', 'ini']",non-deppressive
I am pretty sure that im not alone menghadapi tekanan study online yg akan dtg terutama yg online KAT RUMAH,"['saya', 'am', 'pretty', 'pasti', 'itu', 'im', 'tidak', 'bersendiri', 'hadap', 'tekan', 'bajar', 'dalam', 'tali', 'yang', 'akan', 'datang', 'terutama', 'yang', 'dalam', 'tali', 'dekat', 'rumah']",risk factor
" Dengan suasana yg x brp kondusif, bilik sendiri pon xde, line yg kdg2 mcm tau2 jaa ada kelas, time tu jgak dia nak main2 manja menghilang, and etc and yg paling aku takut it could lead to stress n depression sbb skrg aku rasa mcm aku ada simptom2 ke arah tu 🙂","['deng', 'suasana', 'yang', 'tidak', 'berapa', 'kondusif', 'bilik', 'sendiri', 'pun', 'tidak', 'dah', 'tali', 'yang', 'kadang', 'kadang', 'macam', 'tahu', 'tahu', 'sahaja', 'ada', 'kelas', 'masa', 'itu', 'jigoku', 'dia', 'nak', 'utama', 'utama', 'manja', 'hilang', 'dan', 'etc', 'dan', 'yang', 'paling', 'aku', 'takut', 'ia', 'boleh', 'mimpin', 'kepada', 'tres', 'dan', 'murung', 'sibu', 'sekarang', 'aku', 'rasa', 'macam', 'aku', 'ada', 'simptom', 'simptom', 'ke', 'arah', 'itu', 'angan']",risk factor
" Jadi aku nak mnta jasa baik korang, kot2 ada yg nak bagi nasihat ke apa utk build up balik semangat2 kami ni asalkan bukan yg mcm KUATKAN IMAN AND SO ON itu aku tahu","['jadi', 'aku', 'nak', 'minta', 'jasa', 'baik', 'kamu', 'semua', 'mungkin', 'mungkin', 'ada', 'yang', 'nak', 'bagi', 'nasihat', 'ke', 'apa', 'untuk', 'bina', 'naik', 'balik', 'semangat', 'semangat', 'kami', 'ini', 'asal', 'bu', 'yang', 'macam', 'kuat', 'im', 'dan', 'jadi', 'pada', 'itu', 'aku', 'tahu']",non-deppressive
"Thanks in advance""","['thanks', 'masuk', 'lebih', 'dahulu']",non-deppressive
Macam mana nak hilangkan atau kurangkan axiety ye,"['macam', 'mana', 'nak', 'hilang', 'atau', 'kurang', 'axiety', 'ya']",non-deppressive
" saya rasa axiety saya makin teruk, dsebabkan oleh masalah belajar, kewangan, toxic friend and broken family","['saya', 'rasa', 'axiety', 'saya', 'makin', 'teruk', 'sebab', 'oleh', 'masa', 'bajar', 'kewang', 'toxic', 'ka', 'dan', 'broken', 'keluarga']",risk factor
 😣,['angan'],non-deppressive
"""Salam semua","['salam', 'semua']",non-deppressive
Saya nak luahkan sesuatu,"['saya', 'nak', 'luah', 'sesuat']",non-deppressive
 Saya ada master dan saya rasa ia adalah satu sumpahan didalam kegembiraan,"['saya', 'ada', 'master', 'dan', 'saya', 'rasa', 'ia', 'ada', 'satu', 'sumah', 'dalam', 'gembira']",non-deppressive
" Kenapa?Kalau saya buat kesilapan ditempat kerja, perkara pertama yang boss saya akan cakap “Kau ada master","['kenapa', 'kalau', 'saya', 'buat', 'silap', 'tempat', 'kerja', 'perkara', 'pertama', 'yang', 'bos', 'saya', 'akan', 'cakap', 'kamu', 'ada', 'master']",risk factor
 Sepatutnya boleh fikir! Perkara ini tidak sepatutnya terjadi!”,"['patut', 'boleh', 'fikir', 'perkara', 'ini', 'tidak', 'patut', 'jadi']",risk factor
" Kalau ada master ni, automatik akan jadi “TERPANDAI” ke??? Saya akui saya ada buat kesalahan tapi kenapa academic background saya dijadikan sebagai kayu pengukur? Just because i have a master everyone thinks i’m smart and don’t do mistake? Saya cuma manusia biasa yang tidak boleh lari daripada masalah","['kalau', 'ada', 'master', 'ini', 'automatik', 'akan', 'jadi', 'pandai', 'ke', 'saya', 'aku', 'saya', 'ada', 'buat', 'sala', 'tetapi', 'kenapa', 'akademik', 'latar', 'belakang', 'saya', 'jadi', 'bagai', 'kayu', 'tukur', 'ha', 'rana', 'saya', 'ada', 'a', 'master', 'semua', 'orang', 'thinks', 'saya', 'm', 'pintar', 'dan', 'jang', 'nanti', 'do', 'silap', 'saya', 'cuma', 'manusia', 'biasa', 'yang', 'tidak', 'boleh', 'lari', 'daripada', 'masa']",risk factor
"Sejujurnya, saya gembira dapat genggam segulung ijazah sarjana","['jujur', 'saya', 'gembira', 'dapat', 'genggam', 'gulung', 'ijazah', 'sarjana']",non-deppressive
 Bukan senang nak dapat ni,"['bu', 'nang', 'nak', 'dapat', 'ini']",non-deppressive
 Tapi tu la,"['tetapi', 'itu']",non-deppressive
 Terus ada cop kat dahi “Budak master kot,"['terus', 'ada', 'cop', 'dekat', 'dahi', 'budak', 'master', 'mungkin']",non-deppressive
" Kenapa buat silap?!”I’m still stupid, everyone","['kenapa', 'buat', 'silap', 'saya', 'm', 'masih', 'ada', 'bodoh', 'semua', 'orang']",symptom
 Banyak benda lagi yang saya perlu pelajari,"['banyak', 'benda', 'lagi', 'yang', 'saya', 'perlu', 'ajar']",non-deppressive
" Please la jangan buat macam ni""","['tolong', 'jang', 'buat', 'macam', 'ini']",non-deppressive
"""Apa pendapat korang dengan mak bapak yang suka 'neraka-kan' anak sendiri? Asian parents ni memang ingat dia orang ni tuhan ke nak tentukan siapa pergi jahanam","['apa', 'dapat', 'kamu', 'semua', 'deng', 'mak', 'bapak', 'yang', 'suka', 'neraka', 'kan', 'anak', 'sendiri', 'asi', 'parents', 'ini', 'memang', 'ingat', 'dia', 'orang', 'ini', 'tuh', 'ke', 'nak', 'tentu', 'siapa', 'pergi', 'jahanam']",risk factor
 Serius,['serius'],non-deppressive
" Saya ni bukan anak yang jenis melawan, kalau parents bising pun saya duduk diam sebab saya tahu saya tak boleh menang dan sebarang hujah yang diberi akan dipatahkan","['saya', 'ini', 'bu', 'anak', 'yang', 'jenis', 'mela', 'kalau', 'parents', 'bising', 'pun', 'saya', 'duduk', 'diam', 'sebab', 'saya', 'tahu', 'saya', 'tidak', 'boleh', 'menang', 'dan', 'sebarang', 'hujah', 'yang', 'beri', 'akan', 'patah']",risk factor
 Lebih-lebih lagi keluarga saya ini yang datang dari golongan educated,"['lebih', 'lebih', 'lagi', 'keluarga', 'saya', 'ini', 'yang', 'datang', 'dari', 'golong', 'pendidi']",non-deppressive
 Sejak dulu lagi saya sering cemburu dengan kehidupan seorang tukang sapu kerana saya lebih sanggup hidup secara sederhana seperti mereka walaupun dalam serba kekurangan daripada hidup mewah tapi dalam rumah sendiri pun rasa tidak selamat,"['sejak', 'dahulu', 'lagi', 'saya', 'sering', 'cemburu', 'deng', 'hidup', 'orang', 'tukang', 'sapu', 'rana', 'saya', 'lebih', 'sanggup', 'hidup', 'cara', 'sederhana', 'seperti', 'mereka', 'walaupun', 'dalam', 'serba', 'kurang', 'daripada', 'hidup', 'wah', 'tetapi', 'dalam', 'rumah', 'sendiri', 'pun', 'rasa', 'tidak', 'selamat']",risk factor
Sejujurnya beberapa kali saya selalu terbayang inginnya saya untuk mengambil nyawa sendiri atau bagaimana jika ia benar-benar berlaku,"['jujur', 'beberapa', 'kali', 'saya', 'selalu', 'bayang', 'ingin', 'saya', 'untuk', 'mengambil', 'nyawa', 'sendiri', 'atau', 'bagaimana', 'jika', 'ia', 'benar', 'benar', 'laku']",symptom
 Biar keluarga saya rasa bersalah sepanjang hidup mereka dan rasai kesakitan saya selalu alami yang mereka tidak ketahui,"['biar', 'keluarga', 'saya', 'rasa', 'bersa', 'panjang', 'hidup', 'mereka', 'dan', 'rasa', 'sakit', 'saya', 'selalu', 'alami', 'yang', 'mereka', 'tidak', 'tahu']",symptom
 Biar mereka rasa bersalah saya masuk ke neraka kerana kesilapan mereka sendiri,"['biar', 'mereka', 'rasa', 'bersa', 'saya', 'masuk', 'ke', 'neraka', 'rana', 'silap', 'mereka', 'sendiri']",symptom
 Apabila shaitan berbisik dan neraka memanggil ketika itulah saya akan terjun dari tingkat yang tinggi atau gantung diri saya sendiri dalam kamar agar mereka akan meraung apabila melihat badan saya yang tidak lagi bernyawa,"['apabila', 'shaitan', 'bisik', 'dan', 'neraka', 'panggil', 'ketika', 'itu', 'saya', 'akan', 'terjun', 'dari', 'tingkat', 'yang', 'tinggi', 'atau', 'gantung', 'diri', 'saya', 'sendiri', 'dalam', 'kamar', 'agar', 'mereka', 'akan', 'raung', 'apabila', 'lihat', 'badan', 'saya', 'yang', 'tidak', 'lagi', 'nyawa']",symptom
Tapi apa gunanya membunuh diri jika roh kita tidak akan tenang di sana? Cuma nak kata kalau sampai ke tahap seperti ini di manakah silap ibu bapa sehingga menyebabkan tragedi seperti sedemikian,"['tetapi', 'apa', 'guna', 'bunuh', 'diri', 'jika', 'roh', 'k', 'tidak', 'akan', 'tenang', 'di', 'sana', 'cuma', 'nak', 'kata', 'kalau', 'sampai', 'ke', 'tahap', 'seperti', 'ini', 'di', 'mana', 'silap', 'ibu', 'bapa', 'sehingga', 'sebab', 'tragedi', 'seperti', 'demik']",non-deppressive
 Apabila kesihatan akal tidak dihiraukan kerana apa masyarakat kita peduli sebab ia bukan sesuatu yang jelas dilihat seperti kecederaan tubuh badan,"['apabila', 'kesihat', 'akal', 'tidak', 'dihira', 'rana', 'apa', 'masyarakat', 'k', 'peduli', 'sebab', 'ia', 'bu', 'sesuat', 'yang', 'jelas', 'lihat', 'seperti', 'kecedera', 'tubuh', 'badan']",symptom
" Pernah saya terfikir bagaimana keadaan diri kita andaikata diri sendiri hilang siuman, apakah kita akan sedar kita masih lagi waras? Kemungkinan semuanya sudah terlalu lambat kerana pada ketika itu badan tidak dapat lagi dikawal dengan pemikiran","['pernah', 'saya', 'terfikir', 'bagaimana', 'ada', 'diri', 'k', 'andaikata', 'diri', 'sendiri', 'hilang', 'sium', 'apa', 'k', 'akan', 'dar', 'k', 'masih', 'lagi', 'waras', 'mungkin', 'semua', 'sudah', 'terlalu', 'lambat', 'rana', 'pada', 'ketika', 'itu', 'badan', 'tidak', 'dapat', 'lagi', 'kawal', 'deng', 'pikir']",symptom
" Silap-silap kita sendiri akan berkeliaran tanpa  tujuan pada lewat malam dan terlangkah jatuh ke dalam gaung, maka tiada sesiapa yang dapat mendengari jeritan anda kerana di situlah kita akan mati keseorangan","['silap', 'silap', 'k', 'sendiri', 'akan', 'liar', 'tanpa', 'tuju', 'pada', 'lewat', 'malam', 'dan', 'terlang', 'jatuh', 'ke', 'dalam', 'gaung', 'maka', 'tiada', 'siapa', 'yang', 'dapat', 'dengar', 'jerit', 'anda', 'rana', 'di', 'situ', 'k', 'akan', 'mati', 'orang']",symptom
" Ketika itu tiada jaminan jasad akan ditemui, mungkin ya, mungkin tidak, apabila anda ucapkan selamat tinggal dunia","['ketika', 'itu', 'tiada', 'jamin', 'jasad', 'akan', 'temu', 'mungkin', 'ya', 'mungkin', 'tidak', 'apabila', 'anda', 'ucap', 'selamat', 'tinggal', 'dunia']",symptom
"""@Bij Talkin, ""As much as I want to say I feel you, I can't because my parents aren't educated","['talkin', 'bagai', 'banyak', 'bagai', 'saya', 'mahu', 'kepada', 'sayang', 'saya', 'rasa', 'awak', 'saya', 'boleh', 'nanti', 'rana', 'saya', 'parents', 'aren', 'nanti', 'pendidi']",non-deppressive
 I'm not complaining abt them being spm leavers,"['saya', 'm', 'tidak', 'complaining', 'hebat', 'them', 'jadi', 'spm', 'leavers']",non-deppressive
" They are religious and they like to push me and my siblings to do all kind of ibadah, and worse, we need to let them know, see or hear what we have done","['they', 'ada', 'agama', 'dan', 'they', 'seperti', 'kepada', 'tolak', 'saya', 'dan', 'saya', 'siblings', 'kepada', 'do', 'al', 'jenis', 'daripada', 'ibadah', 'dan', 'worse', 'kami', 'perlu', 'kepada', 'biar', 'them', 'tahu', 'sih', 'atau', 'dengar', 'apa', 'kami', 'ada', 'siap']",non-deppressive
" If we don't comply, we will receive an earful of endless nagging and scolding that the whole village can hear, saying that we don't have enough pahala and will go to hell etc","['jika', 'kami', 'jang', 'nanti', 'patuh', 'kami', 'akan', 'terima', 'an', 'lebih', 'awal', 'daripada', 'endless', 'membebel', 'dan', 'marah', 'itu', 'yang', 'whole', 'village', 'boleh', 'dengar', 'saying', 'itu', 'kami', 'jang', 'nanti', 'ada', 'cukup', 'pahala', 'dan', 'akan', 'pergi', 'kepada', 'hell', 'etc']",risk factor
 Things get worse during ramadhan,"['things', 'dapat', 'worse', 'masa', 'ramad']",non-deppressive
 I've also got financial issue and family issue and,"['saya', 've', 'juga', 'dapat', 'financial', 'isu', 'dan', 'keluarga', 'isu', 'dan']",risk factor
" So yeah, I guess maybe I can feel you abt the part having parents with such temperament","['jadi', 'yeah', 'saya', 'neka', 'mungkin', 'saya', 'boleh', 'rasa', 'awak', 'hebat', 'yang', 'bahagi', 'having', 'parents', 'deng', 'seperti', 'itu', 'perangai']",risk factor
" Suicide is not a solution, plus it's hurt, I've tried once when I was 12, not because of my parents or family issue tho","['bunuh', 'diri', 'ada', 'tidak', 'a', 'selesai', 'tambah', 'ia', 'seperti', 'sakit', 'hati', 'saya', 've', 'tried', 'once', 'bila', 'saya', 'ada', 'dua', 'belas', 'tidak', 'rana', 'daripada', 'saya', 'parents', 'atau', 'keluarga', 'isu', 'tho']",symptom
" I hope you are doing ok""","['saya', 'harap', 'awak', 'ada', 'laku', 'okey']",non-deppressive
"Hai semua, aku rasa dah tak tahan dengan hidup aku","['hai', 'semua', 'aku', 'rasa', 'dah', 'tidak', 'tah', 'deng', 'hidup', 'aku']",symptom
" Serabut, hari-hari nangis","['serabut', 'hari', 'hari', 'menang']",symptom
 Aku dah tak boleh rasa bahagia,"['aku', 'dah', 'tidak', 'boleh', 'rasa', 'bahagia']",symptom
" Aku doa semoga Tuhan ambil aku cepat-cepat, bukannya ada orang yang peduli pasal aku","['aku', 'doa', 'moga', 'tuh', 'ambil', 'aku', 'cepat', 'cepat', 'bukan', 'ada', 'orang', 'yang', 'peduli', 'pasal', 'aku']",symptom
" Aku penat dengan hidup ni, penat dengan diri sendiri","['aku', 'penat', 'deng', 'hidup', 'ini', 'penat', 'deng', 'diri', 'sendiri']",symptom
Gais mcm mana nak buat klau kita bnci adik kita sndri? Serius ak mnyampah ngn adik aku,"['gais', 'macam', 'mana', 'nak', 'buat', 'kalau', 'k', 'banci', 'adik', 'k', 'sendiri', 'serius', 'aku', 'sampah', 'deng', 'adik', 'aku']",symptom
 Even she does not respect me,"['walaupun', 'she', 'tidak', 'tidak', 'hormat', 'saya']",risk factor
 And lgi aku bertambah bnci,"['dan', 'lagi', 'aku', 'tambah', 'banci']",non-deppressive
 Mak aku ada je justification dia tuk ap adik aku buat,"['mak', 'aku', 'ada', 'sahaja', 'justifikasi', 'dia', 'untuk', 'ap', 'adik', 'aku', 'buat']",risk factor
 Walaupon bnda yg aku buat sama dgn ap yg dia buat,"['walaupon', 'bunda', 'yang', 'aku', 'buat', 'sama', 'deng', 'ap', 'yang', 'dia', 'buat']",non-deppressive
aku risau betul kalau present kena guna zoom ke teams ke,"['aku', 'risau', 'betul', 'kalau', 'hadir', 'kena', 'guna', 'zoom', 'ke', 'tas', 'ke']",non-deppressive
 sbb laptop aku masalah,"['sibu', 'laptop', 'aku', 'masa']",non-deppressive
" guna henfon, tak nampak slide","['guna', 'henfon', 'tidak', 'tampak', 'slide']",non-deppressive
 belum ditambah line tak clear,"['belum', 'tambah', 'tali', 'tidak', 'jelas']",non-deppressive
 pkp ni banyak benor dugaan akuu,"['pikap', 'ini', 'banyak', 'bendor', 'duga', 'aku']",non-deppressive
"Aku ada seorang kawan, bestfriend sejak first masuk um lagi","['aku', 'ada', 'orang', 'ka', 'bestfriend', 'sejak', 'pertama', 'masuk', 'um', 'lagi']",non-deppressive
" Dia ni bukan calang2 student, aktif dalam program2 di kolej, universiti dan fac","['dia', 'ini', 'bu', 'calang', 'calang', 'ajar', 'aktif', 'dalam', 'program', 'program', 'di', 'kolej', 'universiti', 'dan', 'fac']",non-deppressive
 Akademik pun selalu cemerlang setiap sem (selalu dekan),"['akademik', 'pun', 'selalu', 'cemerlang', 'tiap', 'sem', 'selalu', 'de']",non-deppressive
 Tapi malangnya dia tak dapat merasa title first class degree dekat transkrip dia,"['tetapi', 'malang', 'dia', 'tidak', 'dapat', 'rasa', 'tajuk', 'pertama', 'kelas', 'ijazah', 'dekat', 'transkrip', 'dia']",risk factor
" Even worst, disebabkan perkara tu dia dikecam dan dihina oleh pelajar2 lain (mostly girls) daripada jabatan yg sama dengan dia","['walaupun', 'paling', 'teruk', 'sebab', 'perkara', 'itu', 'dia', 'kecam', 'dan', 'dihina', 'oleh', 'ajar', 'ajar', 'lain', 'banyak', 'girls', 'daripada', 'jabat', 'yang', 'sama', 'deng', 'dia']",risk factor
" Sejak dari tu, sikap dia mula berubah, daripada seseorang yg periang kepada seseorang yang pendiam","['sejak', 'dari', 'itu', 'sikap', 'dia', 'mula', 'rubah', 'daripada', 'orang', 'yang', 'perang', 'kepada', 'orang', 'yang', 'diam']",symptom
 Muka dia pun dah tak seri macam dulu lagi,"['muka', 'dia', 'pun', 'dah', 'tidak', 'seri', 'macam', 'dahulu', 'lagi']",symptom
 Sampai sekarang dia hidup dalam kemurungan,"['sampai', 'sekarang', 'dia', 'hidup', 'dalam', 'murung']",symptom
" Sudah bagi nasihat, tapi tak berhasil jugak","['sudah', 'bagi', 'nasihat', 'tetapi', 'tidak', 'hasil', 'juga']",symptom
 Apa cadangan korang untuk handle masalah kawan aku ni,"['apa', 'cadang', 'kamu', 'semua', 'untuk', 'kawal', 'masa', 'ka', 'aku', 'ini']",non-deppressive
 Harap dapat membantu,"['harap', 'dapat', 'bantu']",non-deppressive
Hai semua,"['hai', 'semua']",non-deppressive
 Aku ada nak luah satu benda,"['aku', 'ada', 'nak', 'luah', 'satu', 'benda']",non-deppressive
 Aku penat sangat ada parent toxic,"['aku', 'penat', 'sangat', 'ada', 'ibu', 'bapa', 'toxic']",symptom
 Bukannya toxic sangat tp lebih kepada berat sebelah,"['bukan', 'toxic', 'sangat', 'tetapi', 'lebih', 'kepada', 'berat', 'sebe']",risk factor
 Semua benda aku buat semua tak kena di mata dia,"['semua', 'benda', 'aku', 'buat', 'semua', 'tidak', 'kena', 'di', 'mata', 'dia']",risk factor
" Kalau adik beradik yang lain, takde pula dia marah, nak benci, nak banding2kan","['kalau', 'adik', 'adik', 'yang', 'lain', 'tiada', 'pula', 'dia', 'marah', 'nak', 'benci', 'nak', 'banding']",risk factor
 Aku ni boleh dikategorikan anak yang paling pandai dalam family,"['aku', 'ini', 'boleh', 'kategori', 'anak', 'yang', 'paling', 'panda', 'dalam', 'keluarga']",non-deppressive
 Aku juga boleh dikatakan berjaya dalam semua peperiksaan,"['aku', 'juga', 'boleh', 'kata', 'jaya', 'dalam', 'semua', 'peperiksa']",non-deppressive
 Tapi mak aku ni tak habis2 nak banding2kan aku dengan kawan2 aku dan adik beradik yang lain,"['tetapi', 'mak', 'aku', 'ini', 'tidak', 'habis', 'habis', 'nak', 'banding', 'aku', 'deng', 'ka', 'ka', 'aku', 'dan', 'adik', 'adik', 'yang', 'lain']",risk factor
