,Text
935,"Psikiatri bagi 3 jenis ubat, Brintellix (antidepresan) , Inderal Propanolol (antianxiety) dan Xanax (ubat penenang kot)."
936,Lepas makan ubat tu aku rasa ok sikit.
937,Serasi.Hampir setiap bulan ada appointment dengan Pakar Psikiatri.
938,Mula2 aku selalu ambik cuti bila ada appointment.
939,"Lepas tu kali ketiga dah tak ambik cuti sebab Psikiatri cakap, dia boleh bagi MC.Kemudian dalam bulan Julai aku selalu migrain."
940,Mmg aku ada migrain pun sebelum ni.
941,Sebulan sekali atau kali.
942,Tapi kali ni makin kerap dan makin lama serangannya.Hampir setiap minggu pun ya.
943,"Then, bulan September, aku dapat tahu aku dah pregnant 13 minggu lebih kurang 3 bulan."
944,"Patutla kerap sangat sakit kepala.Aku happy je pregnant, cuma aku masih tak suka kerja aku ni."
945,Rasa benci.
946,"Susah betul nak buat kerja yang kita benci, walaupun ada certain kerja tu tak la susah mana.Bila dah tau prengant, aku maintain mkn je ubat antidepresan tu macam biasa, sebab aku google perempuan pregnant yang ada depression kena maintain makan ubat supaya tak jadi lebih teruk."
947,"Next appointment aku beritahu Psikiatri yang aku dah pregnant dan aku tanya ok ke aku makan ubat macam biasa?Dia cakap, perlu supaya tak jadi lebih teruk."
948,"Makan ubat, jangan sampai meroyan."
949,Dia cakap perempuan mengandung pun ada meroyan nak tumbuk perut.Aku angguk faham sebab aku pun kdg2 ada rasa nak mencederakan diri dan perut dengan pisau sebab tak tahan hidup macam ni.
950,"Bukan sebab benci baby.Selepas perjumpaan ketiga, Psikiatri minta aku beritahu masalah depressiom aku kepada pihak atasan dan bahawa aku dapat rawatan dengan pakar Psikiatri."
951,"Supaya mereka tahu.So, aku beritahu la."
952,Manager terkejut juga.
953,Dia merangka tugas yang lebih balance kepada aku.
954,"Masa tu aku rasa ok sangat.Selepas tu, ada appointment dengan Pakar Psikiatri, aku cakap aku rasa aku dah ok, takde rasa nak berenti kerja.Kemudian dia cakap, betul ke dah ok?"
955,Sebab dia rasa aku belum ok lagi.
956,"Apa pun dia nasihat, set dalam mind yang aku nak tukar department."
957,"At the same time, cuba juga buat kerja seperti biasa."
958,"Aku mengangguk faham.Pada perjumpaan kelima dan terakhir bln Nov 2020, Psikiari aku nak kurangkan dos ubat."
959,"Brintellix (antidepresan) kena mkn selang seli setiap malam, Xanax kena stop, ubat inderal propanolol (antianxiety) tu boleh makan bila perlu.Dan doktor akan keluarkan medical report."
960,"Dalam report tu, aku disahkan oleh Psikiatri swasta bahawa aku ada Major Depressive Disorder (MDD) & Anxiety.So, pada bulan Nov 2020, aku hantar borang mintak transfer keluar dari fakulti dan aku sertakan sekali medical report tu.Sekarang (Dec 2020), aku masih bekerja di fakulti sambil menunggu arahan pertukaran."
961,"Tapi tu la, dalam tempoh menunggu ni, ada masa aku ok, ada masa tak ok. Rasa down sangat."
962,Aku banyak ambil MC.
963,"Aku nak sangat berubah, tetapi Ya Allah, susahnya nak berubah.Aku tak suka hidup dalam depression ni."
964,Rasa tak happy.
965,Tak enjoy moment yang ada.
966,Not being present.
967,"Selalu berharap esok nak buat lebih baik, ada yang menjadi, ada yang tak menjadi.Kadang2 terfikir, adakah aku ni betul sakit depression atau malas?"
968,Ubat tu dah macam tak beri kesan je.
969,Tapi aku maintain la ikut cakap Psikiatri.Minggu ni aku dah 2 kali MC.
970,Aku tak suka.
971,"Aku selalu berharap nak jadi normal macam orang lain, terima takdir, buat je kerja dengan happy dan tak depress."
972,Aku rasa aku dah setahun lebih tak pernah rasa happy yang betul2 happy.
973,Nak sgt happy betul2.
974,Tak tau la korang faham ke tak.Hmm.. Aku rasa cukupla setakat ni aku share.
975,Dah panjang berjela rasanya.
976,Thank guys for spending time reading my confession.Doakan aku boleh berubah ke arah lebih baik sementara menunggu tukar department ya.
977,"Aku berharap aku berubah, dan esok lebih baik utk aku."
978,Doakan aku berjaya tukar department juga ya .– Jaana (Bukan nama sebenar)Hantar confession anda di sini -> https://iiumc.com/submit
